word,score,length,score_binarized
ER T UH ,5.789,3,FALSE
HH W AO ,3.635,3,FALSE
S AO P ,2.564,3,FALSE
JH EH Z ,3.387,3,FALSE
P L G ,4.437,3,FALSE
F EY ZH ,3.086,3,FALSE
SH UH F ,2.564,3,FALSE
IH L TH ,2.626,3,FALSE
TH W AY ,3.189,3,FALSE
EH HH OW ,3.209,3,FALSE
G OW HH ,3.209,3,FALSE
AE S EH ,4.829,3,FALSE
K R AO ,3.635,3,FALSE
V OW ZH ,3.086,3,FALSE
CH EH ZH ,3.387,3,FALSE
AA M F ,2.63,3,FALSE
JH AY Z ,2.562,3,FALSE
EY D UH ,7.898,3,FALSE
N IH HH ,3.209,3,FALSE
AE P HH ,5.138,3,FALSE
AY Z OW ,5.07,3,FALSE
JH UH T ,2.54,3,FALSE
AE CH UW ,2.557,3,FALSE
AE G AO ,3.635,3,FALSE
W F OY ,5.335,3,FALSE
S OY TH ,3.29,3,FALSE
CH R M ,2.956,3,FALSE
V OW HH ,3.209,3,FALSE
AE ZH ER ,2.703,3,FALSE
DH AH K ,3.329,3,FALSE
AE N K ,3.405,3,FALSE
P Y AO ,3.635,3,FALSE
N AY TH ,3.29,3,FALSE
AH R OW ,3.578,3,FALSE
AE D AA ,3.635,3,FALSE
OW L G ,4.437,3,FALSE
AY OW T ,4.602,3,FALSE
AW ER JH ,3.233,3,FALSE
NG ER IY ,4.087,3,FALSE
K Y AA ,3.635,3,FALSE
HH R JH ,3.157,3,FALSE
L UH V ,4.685,3,FALSE
K AY OW ,4.74,3,FALSE
NG G IY ,2.858,3,FALSE
DH R P ,6.114,3,FALSE
OW M B ,3.65,3,FALSE
F AO P ,2.564,3,FALSE
G ER AY ,2.567,3,FALSE
Y AY ER ,5.129,3,FALSE
K AO M ,2.564,3,FALSE
IY ER D ,4.095,3,FALSE
AO B AE ,2.564,3,FALSE
W AW R ,2.726,3,FALSE
ER TH AH ,2.577,3,FALSE
AO P AE ,2.564,3,FALSE
S AW R ,2.552,3,FALSE
K R DH ,4.035,3,FALSE
AH S AY ,3.178,3,FALSE
M P OY ,3.467,3,FALSE
L AH ZH ,5.203,3,FALSE
CH UH R ,2.674,3,FALSE
T IY HH ,3.209,3,FALSE
P L HH ,3.209,3,FALSE
EY N AW ,2.983,3,FALSE
Y AO P ,2.564,3,FALSE
K AO F ,2.564,3,FALSE
AE ZH AH ,2.703,3,FALSE
CH R AH ,2.956,3,FALSE
Y OW V ,2.761,3,FALSE
T AW AH ,5.044,3,FALSE
AY AE M ,3.765,3,FALSE
AO T AY ,3.178,3,FALSE
L AO JH ,3.836,3,FALSE
AO K T ,2.568,3,FALSE
F W OW ,2.856,3,FALSE
Z AO G ,3.329,3,FALSE
OY T AH ,2.826,3,FALSE
AA L HH ,3.209,3,FALSE
HH R AE ,3.157,3,FALSE
AE N AW ,2.983,3,FALSE
D AH DH ,3.387,3,FALSE
L Y OW ,5.222,3,FALSE
Y EH ZH ,3.387,3,FALSE
F L TH ,2.626,3,FALSE
AO K S ,2.568,3,FALSE
SH R AW ,2.956,3,FALSE
L UW IY ,2.699,3,FALSE
L R OY ,7.158,3,FALSE
Z ER OY ,3.329,3,FALSE
JH R AY ,2.956,3,FALSE
AO G EY ,2.568,3,FALSE
OW HH IY ,3.209,3,FALSE
T ER AY ,2.567,3,FALSE
D OY NG ,2.81,3,FALSE
IH NG ER ,4.087,3,FALSE
IY HH AY ,3.209,3,FALSE
JH ER EY ,2.806,3,FALSE
AO G AE ,2.568,3,FALSE
W AW D ,2.726,3,FALSE
S Y AH ,3.385,3,FALSE
TH AY M ,3.118,3,FALSE
EH JH EY ,5.006,3,FALSE
B UW AH ,3.141,3,FALSE
AH S OY ,3.178,3,FALSE
AY OY Z ,7.105,3,FALSE
AO L HH ,3.209,3,FALSE
B ER NG ,3.58,3,FALSE
OW K AE ,2.568,3,FALSE
W EH Z ,3.387,3,FALSE
L UH S ,2.54,3,FALSE
TH OY Z ,3.118,3,FALSE
B UH T ,2.54,3,FALSE
AH N DH ,3.161,3,FALSE
HH ER DH ,5.513,3,FALSE
T AY DH ,3.29,3,FALSE
B L N ,2.74,3,FALSE
V AY IY ,2.885,3,FALSE
P L AO ,3.635,3,FALSE
EH P L ,5.921,3,FALSE
N UH S ,2.54,3,FALSE
F OY R ,3.891,3,FALSE
SH AY V ,2.562,3,FALSE
ER HH UW ,3.209,3,FALSE
EH M AY ,2.983,3,FALSE
D OY HH ,5.266,3,FALSE
HH IY ZH ,3.086,3,FALSE
EY HH IY ,3.209,3,FALSE
N EY NG ,5.354,3,FALSE
S R T ,4.532,3,FALSE
S M AW ,2.983,3,FALSE
AA T AO ,6.324,3,FALSE
IH N K ,3.405,3,FALSE
AO F EY ,2.564,3,FALSE
Z AO D ,3.329,3,FALSE
Y G AH ,5.335,3,FALSE
L AE HH ,3.209,3,FALSE
S L G ,4.437,3,FALSE
AE HH OY ,3.209,3,FALSE
T UH T ,2.54,3,FALSE
F OW ER ,3.306,3,FALSE
EY EH P ,7.8,3,FALSE
JH AO B ,2.564,3,FALSE
G R HH ,3.209,3,FALSE
AO K UW ,2.568,3,FALSE
ER AY IY ,2.885,3,FALSE
S OW ZH ,3.086,3,FALSE
AH SH OY ,4.705,3,FALSE
OW M AO ,3.635,3,FALSE
S IY V AY ,0,4,TRUE
ER T AA Z ,0,4,TRUE
HH AH T AH ,0,4,TRUE
HH AH S AH ,0,4,TRUE
JH ER L UW ,0,4,TRUE
HH IY K ER ,0,4,TRUE
S IY EY S ,0,4,TRUE
HH OY AH L ,0,4,TRUE
ER N UW Z ,0,4,TRUE
W EY D AH ,0,4,TRUE
AO T EY P ,0,4,TRUE
CH ER K OY ,0,4,TRUE
S AA F T ,0,4,TRUE
IY V AO TH ,2.453,4,TRUE
JH EH K S ,0,4,TRUE
R AE G ER ,0,4,TRUE
D IY S UW ,0,4,TRUE
AH SH IY D ,0,4,TRUE
T AO G OY ,0,4,TRUE
SH AA JH OY ,0,4,TRUE
CH IY G AW ,0,4,TRUE
S M OW N ,0,4,TRUE
JH AE P TH ,2.337,4,TRUE
G AA R TH ,0,4,TRUE
AY S N IY ,0,4,TRUE
JH ER OY L ,0,4,TRUE
N OW L UW ,0,4,TRUE
F AY ER CH ,0,4,TRUE
EH F AO NG ,0,4,TRUE
S L K OW ,0,4,TRUE
EH F AO D ,0,4,TRUE
AY D AE N ,0,4,TRUE
R AE L K ,1.742,4,TRUE
B UW ER TH ,0,4,TRUE
Z UW T UW ,1.952,4,TRUE
CH EH K EY ,0,4,TRUE
W IY D AW ,0,4,TRUE
T R F T ,0,4,TRUE
AO S ER T ,0,4,TRUE
L UH R T ,0,4,TRUE
AA L ER K ,0,4,TRUE
B AE D OW ,0,4,TRUE
P R IY G ,0,4,TRUE
AE B S K ,0,4,TRUE
EY N AA DH ,0,4,TRUE
K AH N TH ,0,4,TRUE
M AE DH ER ,0,4,TRUE
B EY G EY ,0,4,TRUE
F L CH UW ,0,4,TRUE
T IH L OY ,0,4,TRUE
OW L EH R ,0,4,TRUE
IH V AA V ,0,4,TRUE
R IH N JH ,0,4,TRUE
B R F AY ,0,4,TRUE
AA K N TH ,0,4,TRUE
AO N AE G ,2.302,4,TRUE
JH ER M AH ,0,4,TRUE
B Y AH V ,0,4,TRUE
IH G R CH ,0,4,TRUE
R IY AA L ,0,4,TRUE
R AW S AE ,0,4,TRUE
HH IY AE B ,0,4,TRUE
W AO L CH ,0,4,TRUE
V EH V AY ,0,4,TRUE
AY D EH R ,0,4,TRUE
EY P ER CH ,1.938,4,TRUE
IH V AY R ,0,4,TRUE
S T UW T ,0,4,TRUE
EH S AA F ,0,4,TRUE
HH UW EH D ,0,4,TRUE
P L IY CH ,0,4,TRUE
ER IY G AW ,0,4,TRUE
SH AE F T ,0,4,TRUE
L IY F T ,0,4,TRUE
EY N UH R ,0,4,TRUE
G R P AW ,0,4,TRUE
P AY R B ,0,4,TRUE
T OY IH R ,0,4,TRUE
AH V AH K ,0,4,TRUE
IH M ER K ,0,4,TRUE
G EY DH ER ,0,4,TRUE
OW M AH CH ,0,4,TRUE
AO L T IY ,0,4,TRUE
F AE F AY ,0,4,TRUE
ER AE NG K ,0,4,TRUE
AH N G OY ,0,4,TRUE
AY D R AH ,0,4,TRUE
IH G AW L ,0,4,TRUE
IH N AE V ,0,4,TRUE
K AE P AW ,0,4,TRUE
L OY L AY ,0,4,TRUE
L OW L OW ,0,4,TRUE
ER IY V EY ,0,4,TRUE
T EH L EY ,0,4,TRUE
HH OY T AE ,0,4,TRUE
M ER V AY ,0,4,TRUE
OW P ER S ,0,4,TRUE
T EY K OW ,0,4,TRUE
Y UW ER TH ,0,4,TRUE
B OW G AW ,0,4,TRUE
P ER D AH ,0,4,TRUE
N AY ER CH ,0,4,TRUE
B UW T ER ,0,4,TRUE
P AY K ER ,0,4,TRUE
IH T AA CH ,0,4,TRUE
ER EY K AW ,0,4,TRUE
AA N K IY ,0,4,TRUE
T R IH K ,0,4,TRUE
IH R IY G ,0,4,TRUE
EH N OY L ,0,4,TRUE
NG K EY D ,0,4,TRUE
IH B S AH ,2.283,4,TRUE
IH F EH T ,0,4,TRUE
Y ER T ER ,0,4,TRUE
K IY S OW ,0,4,TRUE
AO T EH V ,0,4,TRUE
CH AE K AW ,0,4,TRUE
W AO K EY ,0,4,TRUE
AH TH IY AH ,0,4,TRUE
AY T OW M ,0,4,TRUE
ER IY ER IY ,0,4,TRUE
AH K ER G ,0,4,TRUE
F IH P AE ,0,4,TRUE
HH UW B ER ,0,4,TRUE
ER IY ER OY ,0,4,TRUE
AE G AH V ,0,4,TRUE
D AE P T ,0,4,TRUE
AH TH IY V ,0,4,TRUE
ER EY OW M ,2.092,4,TRUE
AA M F ER ,0,4,TRUE
D AA K OY ,0,4,TRUE
S AH D UW ,0,4,TRUE
V ER EH R ,0,4,TRUE
AA R OW P ,0,4,TRUE
AA R JH IY ,0,4,TRUE
N AA N D ,0,4,TRUE
S AO R S ,0,4,TRUE
HH ER EH S ,0,4,TRUE
S EY M ER ,0,4,TRUE
AE TH R AW ,0,4,TRUE
IH T UW V ,0,4,TRUE
TH AA R M ,2.345,4,TRUE
T R AH B ,0,4,TRUE
P AA R JH ,0,4,TRUE
S L ER F ,2.413,4,TRUE
EY L AA D ,0,4,TRUE
L AA N CH ,0,4,TRUE
AH P T OW ,0,4,TRUE
W IY EY S ,0,4,TRUE
S W EY P ,0,4,TRUE
AE N UW L ,0,4,TRUE
T EY SH AH ,0,4,TRUE
D AH P OY ,0,4,TRUE
HH W IY F ,0,4,TRUE
B UW L CH ,0,4,TRUE
AH D AH B ,0,4,TRUE
ER EY L AE ,0,4,TRUE
D R EY P ,0,4,TRUE
S P R B ,0,4,TRUE
JH AA D UW ,0,4,TRUE
AA M ER B ,0,4,TRUE
EY L ER T ,0,4,TRUE
S OY S T ,0,4,TRUE
JH EH B UW ,0,4,TRUE
TH IH NG K ,0,4,TRUE
Z IH R T ,0,4,TRUE
G R SH IY ,0,4,TRUE
HH EY B OW ,0,4,TRUE
W IY S AH ,0,4,TRUE
P R T IY ,0,4,TRUE
AH B AY K ,0,4,TRUE
G ER EH SH ,0,4,TRUE
OW B EH R ,0,4,TRUE
T UW M AH ,0,4,TRUE
EH D IY D ,0,4,TRUE
IY N AY ER ,2.139,4,TRUE
B ER IY OW ,0,4,TRUE
F OW SH AE ,0,4,TRUE
W ER AH JH ,0,4,TRUE
T OY AH NG ,0,4,TRUE
W AA B AH ,0,4,TRUE
R AO K ER ,0,4,TRUE
F IH M OW ,0,4,TRUE
V AA R B ,0,4,TRUE
HH ER IY TH ,2.343,4,TRUE
HH Y ER N ,0,4,TRUE
IH N SH EY ,2.152,4,TRUE
Y ER IY V ,0,4,TRUE
AE TH ER K ,0,4,TRUE
S M AW N ,0,4,TRUE
P IY B AW ,0,4,TRUE
AA G EY D ,0,4,TRUE
B R B EY ,0,4,TRUE
S P L F ,0,4,TRUE
AE B ER IY ,0,4,TRUE
AH S EH N ,0,4,TRUE
N OW Z ER ,0,4,TRUE
M AH T UW ,0,4,TRUE
IH R L AH ,0,4,TRUE
N AH D IY ,0,4,TRUE
R AH SH IY ,0,4,TRUE
AE T AY R ,0,4,TRUE
V ER P OY ,0,4,TRUE
S EH R TH ,0,4,TRUE
HH UH SH ER ,0,4,TRUE
TH EH N Z ,0,4,TRUE
B AH S IY ,0,4,TRUE
R EY Z IY ,0,4,TRUE
HH OW D AH ,0,4,TRUE
ER CH AE V ,0,4,TRUE
M ER IH G ,0,4,TRUE
DH IH P T ,0,4,TRUE
W AE ZH AH ,0,4,TRUE
EY V OW Z ,0,4,TRUE
AH B EY S ,0,4,TRUE
JH IY ER OY ,0,4,TRUE
D EH R T ,0,4,TRUE
ER TH IH TH ,0,4,TRUE
HH UW K ER ,0,4,TRUE
AY D AW D ,0,4,TRUE
S UW IH V ,0,4,TRUE
IH G L UW ,0,4,TRUE
JH IH N TH ,0,4,TRUE
S L IH CH ,0,4,TRUE
S W AE B ,0,4,TRUE
M EY K AE ,0,4,TRUE
S AH N UW ,0,4,TRUE
AA N OW Z ,0,4,TRUE
S K OW N ,0,4,TRUE
M EH R K ,0,4,TRUE
TH EH R TH ,0,4,TRUE
G IY S IY ,0,4,TRUE
JH UW N Z ,0,4,TRUE
OW M AW L ,0,4,TRUE
T W AH T ,0,4,TRUE
D AW S EY ,0,4,TRUE
AE TH AH M ,0,4,TRUE
L AE R SH ,2.49,4,TRUE
Z EH CH ER ,0,4,TRUE
S AH K IY ,0,4,TRUE
IY K L IY ,0,4,TRUE
G IY AA DH ,0,4,TRUE
S T AE D ,0,4,TRUE
V AA CH UW ,0,4,TRUE
TH IY S AE ,0,4,TRUE
IY F EH R ,0,4,TRUE
P AA P ER ,0,4,TRUE
V AE T IY ,0,4,TRUE
K IY EY JH ,0,4,TRUE
SH AH T EY ,0,4,TRUE
R IY EY S ,0,4,TRUE
W AH L IY ,0,4,TRUE
K IH L F ,0,4,TRUE
AE S IH P ,0,4,TRUE
JH UW IH Z ,0,4,TRUE
K EY V EY ,0,4,TRUE
JH AO S UW ,0,4,TRUE
P ER M P ,0,4,TRUE
AH P EH F ,0,4,TRUE
ER K AW CH ,2.117,4,TRUE
IH V R TH ,0,4,TRUE
IH L AY M ,0,4,TRUE
M IY L CH ,0,4,TRUE
F AH M OY ,2.436,4,TRUE
S IH T AH ,0,4,TRUE
IY D AH JH ,2.109,4,TRUE
P OW D AW ,0,4,TRUE
AA L ER L ,0,4,TRUE
AO R OY AH ,0,4,TRUE
V EY N JH ,0,4,TRUE
AE M AE ZH ,0,4,TRUE
ER L AE P ,0,4,TRUE
W AY V EY ,0,4,TRUE
ER UW AH S ,2.423,4,TRUE
EH K W AY ,0,4,TRUE
B IY F EY ,0,4,TRUE
ER T ER G ,0,4,TRUE
V AH L CH ,0,4,TRUE
CH EH B EY ,0,4,TRUE
G AW T EY ,0,4,TRUE
IY M IH L ,0,4,TRUE
IY V R T ,0,4,TRUE
M IY AH T ,0,4,TRUE
EH N S AE ,0,4,TRUE
T W ER L ,0,4,TRUE
IH D AE R ,0,4,TRUE
T UW B AE ,0,4,TRUE
G UW ER D ,0,4,TRUE
D IH L AW ,0,4,TRUE
IH K OY K ,0,4,TRUE
K L CH IY ,0,4,TRUE
D R CH ER ,0,4,TRUE
ER K AH G ,0,4,TRUE
AO S OW L ,0,4,TRUE
AA B OY ER ,0,4,TRUE
IH V AE NG ,0,4,TRUE
S W AY S ,0,4,TRUE
T AH SH IY ,0,4,TRUE
JH ER AA NG ,0,4,TRUE
T IH T AE ,0,4,TRUE
EY K L V ,0,4,TRUE
D R JH IY ,0,4,TRUE
L AA NG K ,0,4,TRUE
R IY AA V ,0,4,TRUE
EY V AA CH ,0,4,TRUE
N UW G EY ,0,4,TRUE
OW M ER K ,0,4,TRUE
F ER SH AH ,0,4,TRUE
R OW B AW ,0,4,TRUE
JH ER B AY ,0,4,TRUE
AA S EY G ,0,4,TRUE
IH M ER TH ,0,4,TRUE
M Y AA T ,0,4,TRUE
Z IH F ER ,0,4,TRUE
F EY P OY ,0,4,TRUE
AA G IY JH ,0,4,TRUE
JH EH SH IY ,0,4,TRUE
M IY AA Z ,0,4,TRUE
K IY D AW ,0,4,TRUE
P AW ER IY ,0,4,TRUE
K IH TH ER ,0,4,TRUE
OW B AY B ,0,4,TRUE
IH D R S ,0,4,TRUE
Y AH P S ,0,4,TRUE
B AO L IY ,0,4,TRUE
HH UW Z IY ,0,4,TRUE
S N IY N ,0,4,TRUE
EH S W OW ,0,4,TRUE
IH R AO T ,0,4,TRUE
OW F OY S ,2.429,4,TRUE
AE D AW T ,0,4,TRUE
AH K AA NG ,0,4,TRUE
EH G AE JH ,0,4,TRUE
D AY N CH ,0,4,TRUE
T OW P AY ,0,4,TRUE
ER G EY K ,0,4,TRUE
EH F AY M ,0,4,TRUE
R AO S T ,0,4,TRUE
V AO G EY ,0,4,TRUE
P R EH F ,0,4,TRUE
AE N IY G ,0,4,TRUE
M IH T IY ,0,4,TRUE
B ER B AY ,0,4,TRUE
OW B AH NG ,0,4,TRUE
B OY K EY ,0,4,TRUE
T EH K OY ,0,4,TRUE
T R N OY ,0,4,TRUE
EH B UW Z ,0,4,TRUE
ER JH AE R ,0,4,TRUE
EH G AO N ,0,4,TRUE
S P AY M ,0,4,TRUE
AE L AH D ,0,4,TRUE
TH AH JH ER ,0,4,TRUE
M Y AH JH ,0,4,TRUE
EH G IH Z ,0,4,TRUE
EH N D AW ,0,4,TRUE
M AE Z ER ,0,4,TRUE
AO R M IY ,0,4,TRUE
AE D EY T ,0,4,TRUE
AE P EH T ,0,4,TRUE
V Y AE D ,0,4,TRUE
IH V IY JH ,0,4,TRUE
AH G IY Z ,0,4,TRUE
EH R AE CH ,0,4,TRUE
CH AH G OW ,0,4,TRUE
AE R P OW ,0,4,TRUE
OW P R CH ,0,4,TRUE
G AE Z IY ,0,4,TRUE
P UH G IY ,0,4,TRUE
B R T ER ,0,4,TRUE
AO L AH B ,0,4,TRUE
AH CH UW F ,0,4,TRUE
N IH K AH ,0,4,TRUE
K AW L AH ,0,4,TRUE
W IH L V ,0,4,TRUE
D AO D AE ,0,4,TRUE
K AA T IY ,0,4,TRUE
F AO R AE ,0,4,TRUE
G OW T UW ,0,4,TRUE
ER N UH R ,0,4,TRUE
EH N UW Z ,0,4,TRUE
HH AO N UW ,0,4,TRUE
