word,score,length,score_binarized
CH HH ZH AH ,32.299,4,FALSE
ZH UW ER F Z SH ,42.185,6,FALSE
V HH ,18.244,2,FALSE
ZH AA T UW W K ,16.056,6,FALSE
AO W F K G G ,32.837,6,FALSE
ZH DH CH AY OY NG SH SH UH UH ,104.241,10,FALSE
M EY ER ,3.306,3,FALSE
EY IY AW NG AH JH M AE ,34.988,8,FALSE
B AW M ,4.367,3,FALSE
V K IY AY Y AE TH UH S D ,46.156,10,FALSE
Y OY UW IH CH W DH ,33.378,7,FALSE
S AA R M OW M ,0,6,TRUE
TH F DH M AH ,25.403,5,FALSE
L L ,15.45,2,FALSE
Y HH F AA R P M AA G Y ,21.595,10,FALSE
UH D EY ,7.997,3,FALSE
W R R K IH ,17.27,5,FALSE
HH OY V CH NG ,28.759,5,FALSE
CH K IY V OW AO K D ,24.068,8,FALSE
D EH ,4.829,2,FALSE
EH HH G ,12.772,3,FALSE
AH Z OW UH ,23.839,4,FALSE
L ZH P AO L ,29.316,5,FALSE
Z EH ZH IY AA AY ,15.804,6,FALSE
TH AA Z EY JH G ,15.964,6,FALSE
OW IH ,13.63,2,FALSE
OW IH SH EY D R ,17.362,6,FALSE
HH T UH OY DH Z AY ,45.77,7,FALSE
AO ZH UW Y ,22.851,4,FALSE
HH HH ER R S W S ,23.104,7,FALSE
M Z TH CH ZH ,53.467,5,FALSE
M OW AY EH V IY ,11.834,6,FALSE
OY L R AA ,11.522,4,FALSE
TH Y B ,9.584,3,FALSE
Y W TH ,14.691,3,FALSE
M HH AE OW UW IY NG AO IY F W ,59.155,11,FALSE
P OW AA ,9.52,3,FALSE
B UH ,5.789,2,FALSE
NG V SH EY UH ,45.702,5,FALSE
AE ER F EH NG ,7.252,5,FALSE
AY V Y M ZH ,18.151,5,FALSE
F V AA ,23.594,3,FALSE
K EH V V ,15.675,4,FALSE
P L OY K Y Y UW ,7.282,7,FALSE
EY T K M AY G ,7.672,6,FALSE
HH Z HH AH ,30.66,4,FALSE
HH ZH ZH Y M JH Z AY ,88.297,8,FALSE
AA N Y EY AY T ,14.516,6,FALSE
T K UH R DH ,20.058,5,FALSE
AO AH DH HH UW ,25.167,5,FALSE
AW TH AA JH AO JH ,9.522,6,FALSE
IY T T K ,16.225,4,FALSE
AO AY ZH F L ,34.849,5,FALSE
HH CH ER ZH ,16.345,4,FALSE
K EY N CH ,0,4,TRUE
UW W ,17.01,2,FALSE
AO DH P SH IH IH AH M ,42.654,8,FALSE
AH IY ,17.281,2,FALSE
R AA EH UW S TH D HH ZH M EY ,71.682,11,FALSE
P G K TH DH ,45.988,5,FALSE
AY DH F UH L OW P G TH AE CH ,36.83,11,FALSE
T OW IY ,4.977,3,FALSE
ER NG EH N AY R UW N ,7.667,8,FALSE
K Y HH AE EY ,25.42,5,FALSE
AY JH EH F HH UW AY AA ,19.119,8,FALSE
V D ZH Y K ER B ,43.026,7,FALSE
F DH SH TH ER W V ,59.123,7,FALSE
AO TH ,2.453,2,TRUE
K AY HH DH AE ,30.301,5,FALSE
G T OW DH ,13.497,4,FALSE
Z DH W ,37.539,3,FALSE
D EH W W ,17.057,4,FALSE
OW G D ,11.472,3,FALSE
AH EH DH K B W D ,40.562,7,FALSE
UH V AW G TH OY V S ,50.389,8,FALSE
OW M EH P F OW AA AY UW UH ,42.199,10,FALSE
G UW UH OY AO AE M S EY ER ,47.617,10,FALSE
AH UH M V D IH D N DH AE ,40.445,10,FALSE
AA AH P EY M ,10.423,5,FALSE
W S V B Y F M ,33.273,7,FALSE
ZH AW P ZH HH NG D ,42.787,7,FALSE
IH B ,2.283,2,TRUE
L V F UH ,27.639,4,FALSE
JH L Z IH UH N ,27.345,6,FALSE
K OW V K OY NG EH EY ,39.365,8,FALSE
B V Y EH ,22.712,4,FALSE
NG N JH DH V AA AE N Z ,41.322,9,FALSE
S D DH B G JH V HH ,51.852,8,FALSE
OY UW Y EH D SH ,39.058,6,FALSE
SH AO EY NG IY ,20.263,5,FALSE
AO AY ZH V ,38.731,4,FALSE
V Y P AW M F ,12.332,6,FALSE
AA AY AA W EH AH CH V ,46.971,8,FALSE
AE L Y NG G L AO ,12.55,7,FALSE
TH AO B HH Z B AO ,29.096,7,FALSE
SH N AH L ,7.339,4,FALSE
F D S TH P W ,32.11,6,FALSE
SH AY UW UH JH B EY ,25.029,7,FALSE
ER Y CH TH DH Y L W V DH ,77.645,10,FALSE
L G M AH ,8.55,4,FALSE
ER AE IY P UW ,7.447,5,FALSE
AW Y TH AW IH AA EH D AA ,44.873,9,FALSE
NG EY R IH UW SH ,28.288,6,FALSE
P TH Z IH ZH W ,39.756,6,FALSE
S F G B AE TH AY SH UH NG Y AH ,32.033,12,FALSE
P DH CH R ,50.445,4,FALSE
AW ER T ,3.233,3,FALSE
V AW AW EH EH ,46.244,5,FALSE
AO N W IH CH CH ,20.573,6,FALSE
SH G IY IY F ,17.507,5,FALSE
AW OW IY DH ,20.579,4,FALSE
NG CH B IH T V UW K ,28.297,8,FALSE
AO R EY OY M ,16.748,5,FALSE
N AY DH AE ,9.095,4,FALSE
TH UW G EY ZH AH V EY ,2.325,8,TRUE
B F AH AY N IY B SH IY ,27.328,9,FALSE
B N IH UH DH ,29.316,5,FALSE
K F V ,27.009,3,FALSE
B L SH DH K EH CH W ,33.461,8,FALSE
N Y HH ER N V IH ,17.988,7,FALSE
NG M F NG N CH ,26.871,6,FALSE
R UH K L ,5.921,4,FALSE
L Z M OW S ,18.799,5,FALSE
AA B CH N UH OY ,28.272,6,FALSE
M Z T AY NG AE ,33.225,6,FALSE
D R OY Y IH ,15.072,5,FALSE
B UW V AA IY S ,11.638,6,FALSE
SH AY ,2.562,2,FALSE
EH W EY F W ER ,11.927,6,FALSE
ZH K EH AY ER AW ,30.936,6,FALSE
G OW TH AO ,8.413,4,FALSE
HH EH Z TH SH R G ,21.722,7,FALSE
UH K S B B IH AH AW V ,40.721,9,FALSE
UW M DH N AE W T ,38.392,7,FALSE
W NG ZH JH UH W ,51.198,6,FALSE
Z JH N S NG ,34.562,5,FALSE
EY F OW Z ,2.429,4,TRUE
S AA AE L ,6.951,4,FALSE
ER AW IH ,14.783,3,FALSE
R T T ,10.812,3,FALSE
W ER R CH N UH ,19.508,6,FALSE
L AE F R ,7.316,4,FALSE
AH F ,0,2,TRUE
G TH AW V S AA AA TH AE ,46.695,9,FALSE
EY V P ,14.843,3,FALSE
R AH AE D SH ,26.259,5,FALSE
SH T G CH ,26.282,4,FALSE
T OW L EH CH V ,19.49,6,FALSE
DH NG F AH CH ,16.401,5,FALSE
ZH DH AW CH R Y JH CH ,75.679,8,FALSE
AO R CH AE M ,0,5,TRUE
AA NG Z HH AW ,8.801,5,FALSE
AA P M D N ,18.493,5,FALSE
JH S CH AA UW ER AE R ,36.79,8,FALSE
JH M P AW ,11.62,4,FALSE
V OW AW AE ,17.679,4,FALSE
Y R AY AO ,11.829,4,FALSE
D DH AO NG OY ,39.859,5,FALSE
UH ER IH F AW ,19.406,5,FALSE
IH D SH ,15.482,3,FALSE
R V AY W ,18.943,4,FALSE
OW AW Y G OW T D F ,40.135,8,FALSE
TH IY P B P AY D ,17.903,7,FALSE
IY EY HH AH TH T G ,30.506,7,FALSE
JH N IY ,15.039,3,FALSE
NG EY JH CH AW B ,29.909,6,FALSE
JH D ,26.196,2,FALSE
SH M N R SH OY CH CH P TH CH ,53.498,11,FALSE
K P G NG AY ,31.886,5,FALSE
ER CH ,0,2,TRUE
S D ,9.274,2,FALSE
UW B ,14.899,2,FALSE
R OY IH EY UW K UH ,28.677,7,FALSE
ZH G V ,27.147,3,FALSE
F AH IY D W M ZH ,31.962,7,FALSE
T UW UH JH ,11.295,4,FALSE
W Y AE ,6.833,3,FALSE
ER ZH P HH UH CH AW JH P ,42.293,9,FALSE
AO UH JH AH IY ,42.587,5,FALSE
W L ,7.625,2,FALSE
D B AY AW L ,30.799,5,FALSE
V ZH ZH AY ,61.263,4,FALSE
AA IH T NG ,24.444,4,FALSE
AW T HH ,8.371,3,FALSE
V V R R NG Y EY ,34.13,7,FALSE
UW L ,8.198,2,FALSE
W T V TH AW ,27.243,5,FALSE
AW L IY AO N T G ,20.354,7,FALSE
AW AE T TH UW ,15.993,5,FALSE
JH K OW F AY ,17.324,5,FALSE
IY W B NG M UH N ,30.614,7,FALSE
EH D AW AH ,2.492,4,TRUE
SH Z SH B G ,60.844,5,FALSE
HH T N ,14.312,3,FALSE
ZH IH OW SH AW ,16.794,5,FALSE
AO T HH V ,18.881,4,FALSE
ER UH ,9.557,2,FALSE
Z Z ,31.653,2,FALSE
G T R AO ,14.679,4,FALSE
ZH SH ,42.417,2,FALSE
AE AA F ,5.789,3,FALSE
Z IY AO Z G AY ,10.981,6,FALSE
AW F S IY ,13.843,4,FALSE
AE D D OY P AW S ,11.962,7,FALSE
SH TH TH JH OY ,28.588,5,FALSE
T K JH EH ER ,25.993,5,FALSE
L P V OY ZH ,24.71,5,FALSE
R OW ER AH OW ,11.794,5,FALSE
UH HH W K ,16.66,4,FALSE
AO DH AA M EH P ,12.016,6,FALSE
UW IY UH T ,22.79,4,FALSE
ZH UH AH EY IH ,43.768,5,FALSE
DH UW ,5.019,2,FALSE
IY F AH K W ,4.897,5,FALSE
W SH ,12.168,2,FALSE
UW HH P S ,15.131,4,FALSE
EH Z HH IY AH OY AY ,32.857,7,FALSE
K F ,15.015,2,FALSE
EH K ER HH IH N EY ,6.287,7,FALSE
K AA P B D EY ,10.795,6,FALSE
AY Y OY OY IY K UW ,22.91,7,FALSE
AE Z EH UW B D ,28.512,6,FALSE
B R K EY W IY K ,3.161,7,FALSE
OY SH B ,24.702,3,FALSE
Z ZH IY SH K N ,43.688,6,FALSE
G JH K ,21.402,3,FALSE
G L P NG NG OY DH IH ,35.49,8,FALSE
IY SH OW TH F ,19.55,5,FALSE
AE OW L N AY Z ,10.81,6,FALSE
DH P ZH ,37.759,3,FALSE
HH R AW EY ,10.691,4,FALSE
AY AH OW HH ,13.369,4,FALSE
CH UW IY ,5.373,3,FALSE
M P AA SH IY AH P IY ,3.467,8,FALSE
AY HH B IH F ,13.382,5,FALSE
T Y ,8.282,2,FALSE
R JH UW G OW ,5.692,5,FALSE
IY P AY T JH AW K IY AO ,30.15,9,FALSE
IY CH V ZH AA D ,33.916,6,FALSE
R AH JH UW M ,0,5,TRUE
D D ,26.394,2,FALSE
W AA Y OY S JH Y ,27.268,7,FALSE
T V P JH AH ,37.817,5,FALSE
IY AA T ,4.287,3,FALSE
AE OY HH N AH UH IY Y ,65.228,8,FALSE
Y ER UH ,9.557,3,FALSE
OY D SH F UW G AH CH ,18.581,8,FALSE
EY M EH T SH HH ER ,11.165,7,FALSE
JH AA Y ,9.738,3,FALSE
B UH L T ,0,4,TRUE
S IH OY N ,15.161,4,FALSE
K AO IH D Y UH ,20.288,6,FALSE
M M ,9.062,2,FALSE
AE AO L G L G B D F ,22.312,9,FALSE
D V B ,32.884,3,FALSE
AW UW W JH SH ,54.562,5,FALSE
S SH ,16.419,2,FALSE
N UH Y M F ,11.801,5,FALSE
EY AY M IY ,14.797,4,FALSE
HH ZH Z W ,56.643,4,FALSE
V OY ,1.952,2,TRUE
HH AY ZH N ,19.976,4,FALSE
N N Y AY SH UW ER AA ,26.521,8,FALSE
TH P ,14.085,2,FALSE
UH G EH ,13.456,3,FALSE
UH G S DH ,24.491,4,FALSE
EH TH D ,10.687,3,FALSE
D Z ZH HH N D EY ,56.482,7,FALSE
G IH OW SH TH ,18.56,5,FALSE
ZH IY V IH R ER F NG ,21.16,8,FALSE
R HH DH HH K IY ,37.929,6,FALSE
OY M JH ,18.991,3,FALSE
ER OY IH IY OW B ,15.105,6,FALSE
HH UH CH NG OW ,15.438,5,FALSE
Z EY DH ,2.157,3,TRUE
OW T OY DH B R ,24.041,6,FALSE
L AY EY CH TH TH M ,27.042,7,FALSE
Z CH R ,31.857,3,FALSE
V R Y ZH ,19.661,4,FALSE
IH D NG T ,5.499,4,FALSE
M TH UH AO ,43.336,4,FALSE
G D ,17.295,2,FALSE
UW UH TH ,24.467,3,FALSE
S T UH ,5.789,3,FALSE
TH JH CH UW UH ,52.764,5,FALSE
T NG OY Z P IY D ,22.141,7,FALSE
AE W M P AW DH AO ,24.006,7,FALSE
CH F OW AO ,23.173,4,FALSE
D EH R ,0,3,TRUE
NG AE EY IY AO Y ,33.443,6,FALSE
AO IY AE OW UH F ,40.323,6,FALSE
AH DH OW AH UH AH AA AA B ,47.124,9,FALSE
UW G K ,20.238,3,FALSE
Y Z R W L ,26.979,5,FALSE
Y F AE SH Y HH AH W R AH ,28.386,10,FALSE
G Y DH UW ZH JH IY ,29.035,7,FALSE
K G AE ER UW B ,23.823,6,FALSE
Y DH F ,31.678,3,FALSE
ZH Y OW ,14.985,3,FALSE
F EY S ,0,3,TRUE
T TH IY D D AA N UH ,28.872,8,FALSE
Z Y K ,11.081,3,FALSE
UH F EY ,8.623,3,FALSE
AO IH K UW IY M F ,21.83,7,FALSE
ER N V N L AA R DH OY N ,20.942,10,FALSE
AY Y S TH ,19.663,4,FALSE
OY AO S ,19.055,3,FALSE
AE ZH M NG ,18.119,4,FALSE
M N ,13.009,2,FALSE
IY EH AW L ,22.121,4,FALSE
AO F ,2.564,2,FALSE
V UH Y UW AE ,17.078,5,FALSE
R AW Y B Z JH EH Z AE TH ,16.725,10,FALSE
Y AO AA ,12.844,3,FALSE
ER Z SH S R ER AA JH ,35.693,8,FALSE
SH AE ER G ,5.505,4,FALSE
CH HH V AO ER SH K ,34.975,7,FALSE
ZH UW OY ,14.817,3,FALSE
AH JH ,0,2,TRUE
ER NG SH EY P ,8.293,5,FALSE
AY AO Y NG L D K ,36.689,7,FALSE
ZH S F S UH ,44.022,5,FALSE
K SH TH L IY ,16.923,5,FALSE
HH M AA F K OW N ER ,7.243,8,FALSE
B M AO OW M Z ,30.165,6,FALSE
S UW Z SH ,24.461,4,FALSE
AY JH IY IY D CH AE UH CH AY ,34.288,10,FALSE
Z EY ,4.861,2,FALSE
AA R NG B R P W ,17.15,7,FALSE
AY K AO F JH AH ,14.989,6,FALSE
DH AO F ,11.527,3,FALSE
F S AH L Z ,15.299,5,FALSE
IY UW ZH ,12.797,3,FALSE
IY Z Z K ,18.221,4,FALSE
AH V HH Z S UH ,43.9,6,FALSE
G HH NG F K ,29.267,5,FALSE
AE AA AE TH OW ,17.963,5,FALSE
ZH OY JH F ,24.251,4,FALSE
EY L TH P W ,18.496,5,FALSE
JH DH DH T IY G M P Z ,68.825,9,FALSE
M IY TH R Z ,6.378,5,FALSE
P AY EH M IY ,2.885,5,FALSE
F Y ER ,0,3,TRUE
G JH IY ,11.481,3,FALSE
CH S F AY DH IY ,17.876,6,FALSE
JH EY M V R OY DH ,5.442,7,FALSE
T Y OW HH R F ,14.925,6,FALSE
Z AA OW P IY ,14.502,5,FALSE
NG B JH F AE AW ,30.23,6,FALSE
F UH CH UW ,4.551,4,FALSE
K Y OW AA S ,7.176,5,FALSE
V ER AW R AE L ,2.423,6,TRUE
CH AY NG NG IH DH B V P ,43.783,9,FALSE
HH S UW JH ,16.222,4,FALSE
UW V P B B OW ,33.123,6,FALSE
IY AA Y HH ,17.672,4,FALSE
K NG ER ER ,18.071,4,FALSE
DH UW N EH L DH D ZH ,41.73,8,FALSE
AY NG UH R ,15.625,4,FALSE
AO NG AH F ,8.957,4,FALSE
AW CH OW OY B AE F ,23.516,7,FALSE
NG ER ZH OW EH ,27.704,5,FALSE
Z JH B ,36.019,3,FALSE
T JH OW AW ,40.061,4,FALSE
ER F L OY W ,13.233,5,FALSE
W Z T ,19.965,3,FALSE
EY IH R ,6.926,3,FALSE
DH UH T Y HH S ZH ,57.267,7,FALSE
R T AW AO NG NG AH DH D ,40.394,9,FALSE
M S ,11.494,2,FALSE
OY Y K SH ,24.547,4,FALSE
G DH ,27.58,2,FALSE
AW JH ZH ER K ,24.181,5,FALSE
IY IY UH ,21.711,3,FALSE
OY UH B DH UH IH ,58.684,6,FALSE
B AO NG AY IY ,9.431,5,FALSE
K JH TH AH B F ,31.923,6,FALSE
AH AH AA AH HH ,30.988,5,FALSE
JH ZH IH ER ,42.798,4,FALSE
Z AE G EY W ,10.238,5,FALSE
D HH OY B IY TH CH DH ,48.969,8,FALSE
SH B CH OW UH W ,47.76,6,FALSE
ER NG HH M TH SH M ,33.413,7,FALSE
DH EY JH ,2.898,3,FALSE
OW SH AH P AY R IH ,9.365,7,FALSE
DH S G IH ,43.77,4,FALSE
R OY B N ,14.141,4,FALSE
ER AY Z S L ,19.392,5,FALSE
AY K UW EH ,16.107,4,FALSE
G ER P AE D T ,8.505,6,FALSE
CH ZH IY TH ,34.521,4,FALSE
ER AE ZH P IH ,18.05,5,FALSE
AW AE K TH AW AO IH R ,31.442,8,FALSE
UH T AH ZH OW G K ,27.875,7,FALSE
R R ER N ,10.049,4,FALSE
OY IH UH G ,25.367,4,FALSE
UW AE SH K AH OW AW ,43.863,7,FALSE
JH AW EY AA P N P AO OW T AE F ,30.222,12,FALSE
AY ER UH ,11.878,3,FALSE
ER EY AY CH IH ,21.205,5,FALSE
TH AH Y Z HH IY ER D N ,33.398,9,FALSE
NG ZH AY R AW ,22.043,5,FALSE
D AO NG ,0,3,TRUE
AY AH ,2.321,2,TRUE
SH DH M W CH ,45.621,5,FALSE
UH B SH ER B T ,19.888,6,FALSE
F L ,5.921,2,FALSE
TH N T D OW M ,17.202,6,FALSE
V TH ZH AO T IH AE AE K ,52.483,9,FALSE
P DH G ,37.898,3,FALSE
DH R R ,11.079,3,FALSE
N AE W D ,13.516,4,FALSE
OW IH IY W CH ,31.285,5,FALSE
EH P R UW T EY TH V ,20.132,8,FALSE
G IH TH L HH UH ER AO ,14.415,8,FALSE
G ZH JH UW AW F AW R Y AW ,55.894,10,FALSE
SH Y AW OY AO N AO P AE ,29.159,9,FALSE
G HH B ,25.222,3,FALSE
ER NG OY DH B ZH ,37.597,6,FALSE
NG L OW AO UW UH AH K DH TH ,86.124,10,FALSE
TH R ER TH P V F DH ,41.592,8,FALSE
AY EY AO ,15.475,3,FALSE
AE T AE Y OY P ,12.76,6,FALSE
DH TH M S Y HH G IY G B ,66.073,10,FALSE
AW AA IY T DH Y ,42.416,6,FALSE
JH AW AO V Y ,20.972,5,FALSE
D DH Y ,41.645,3,FALSE
S L M EH OY SH ,26.092,6,FALSE
M K HH N ER G T ,30.891,7,FALSE
UW UW G DH EH ,39.494,5,FALSE
IH EY ,23.369,2,FALSE
TH AA M OW ,2.345,4,TRUE
EH Z DH W ,24.784,4,FALSE
P TH UH ,22.532,3,FALSE
OY AW B DH L EY CH AH ,33.769,8,FALSE
L F N ,14.589,3,FALSE
V TH ER OW W F N ,42.587,7,FALSE
CH P P ,22.903,3,FALSE
IH Z ER F L ,8.624,5,FALSE
Y ZH EH SH P R ,29.077,6,FALSE
IH Z AH ,2.703,3,FALSE
SH JH TH D EY UW ,49.706,6,FALSE
N V TH S AO OY M P SH ,56.725,9,FALSE
DH M S M Z ,19.083,5,FALSE
K HH AE UH N CH EY ,32.187,7,FALSE
HH UW S ,0,3,TRUE
AO M B L TH ,7.492,5,FALSE
N SH TH ,21.455,3,FALSE
UH IY CH ,25.787,3,FALSE
V R AH IH V ,13.535,5,FALSE
M TH ,12.568,2,FALSE
OW F AW F AA ER EY ,18.679,7,FALSE
CH L EH W M DH ,31.648,6,FALSE
M UW K CH UH SH S ,14.78,7,FALSE
T CH F V L ,42.846,5,FALSE
UH DH L K ,22.033,4,FALSE
NG M AO IH ,24.217,4,FALSE
W AA TH IH EY OW ,9.834,6,FALSE
IY N T EY NG UW P ,13.493,7,FALSE
B ER L ,0,3,TRUE
V AE EH DH OW AA ER HH EY ,30.096,9,FALSE
T R OY NG UW ,8.81,5,FALSE
NG S L EY AA M ,10.073,6,FALSE
AE W ,11.846,2,FALSE
EY F AW S EH IY ER ,18.368,7,FALSE
IH L ,0,2,TRUE
D ER G ,0,3,TRUE
AY NG M ZH HH ,35.145,5,FALSE
JH Y TH JH SH ,49.36,5,FALSE
EH EY OY ,28.641,3,FALSE
AY ER UH G R ,12.469,5,FALSE
NG DH OY Z S M G ,42.462,7,FALSE
DH TH Z ,45.024,3,FALSE
K DH UW ZH TH EY AA OW ,57.624,8,FALSE
L M NG OY JH AY ,23.492,6,FALSE
F IH IY K ,12.595,4,FALSE
ER SH N T D V SH ,42.875,7,FALSE
AO M Y OW ,7.627,4,FALSE
T ZH SH N CH K HH ,69.6,7,FALSE
M V EY ,8.409,3,FALSE
DH TH AH ,32.032,3,FALSE
IH JH JH ER ,17.782,4,FALSE
N W TH T ,20.361,4,FALSE
IY L ER ,2.139,3,TRUE
HH DH UW T ,29.879,4,FALSE
IH JH M ,14.65,3,FALSE
F IH AO IH AE NG IY T AY M M Z ,38.563,12,FALSE
B K N OW R ,22.91,5,FALSE
N K HH R CH ,13.328,5,FALSE
AO OY T UW ,20.552,4,FALSE
AA ER CH W ,16.817,4,FALSE
Z NG EH ,18.385,3,FALSE
R L P UH AH ,24.479,5,FALSE
EH W P AE SH JH AE UH ,44.009,8,FALSE
EH HH V DH ,29.753,4,FALSE
R G UW F R S ,5.692,6,FALSE
Z ZH AO SH DH R ,64.347,6,FALSE
R OY P EH N Z HH OW S ,10.861,9,FALSE
B NG G IH ,25.813,4,FALSE
Y N EH ZH AA ,13.493,5,FALSE
AW IY UW EH ER ,23.526,5,FALSE
P HH P ,18.279,3,FALSE
T ER CH CH ,15.379,4,FALSE
IY B AE IY ,15.997,4,FALSE
EY IY W ,17.795,3,FALSE
AY IY T Y IH ,21.392,5,FALSE
S P AW V CH IH ,25.053,6,FALSE
JH OY W ,13.233,3,FALSE
AE D IH ,6.983,3,FALSE
D M L M M IH ER K SH ,29.939,9,FALSE
CH Z IY ,26.601,3,FALSE
EY AY B HH F IH DH ,21.812,7,FALSE
V T OW K ,17.973,4,FALSE
ER NG T AW TH Z ,26.715,6,FALSE
K JH IY ZH ,15.605,4,FALSE
IY IY IY V ER G ,15.984,6,FALSE
DH OW JH W IH F ,15.653,6,FALSE
M DH UH ,38.369,3,FALSE
N AY AE ,3.078,3,FALSE
S R IH AE B AA AW IH IH ,46.331,9,FALSE
W P F ,17.35,3,FALSE
D UH AY OY EH JH ,21.031,6,FALSE
AE TH AA Z OW ,2.367,5,TRUE
EY D OY T S Y ,12.772,6,FALSE
B EY G ,0,3,TRUE
S P G TH B ,31.933,5,FALSE
T EH Y DH OW OW ,30.704,6,FALSE
SH AE CH AH L ,0,5,TRUE
M ER AY ,2.567,3,FALSE
OW AA AE ,16.763,3,FALSE
K SH DH ,29.076,3,FALSE
JH M ZH AY SH S F ,44.557,7,FALSE
EH EH M D CH IH G ,28.986,7,FALSE
Z AA M AA CH ,3.329,5,FALSE
T DH ER R Y UH R S HH ,43.643,9,FALSE
K L F K IY JH EH ER ,11.161,8,FALSE
AY M ,2.321,2,TRUE
EH Z ZH EH OY AA IH P HH ,55.167,9,FALSE
CH JH W AY CH ,35.288,5,FALSE
ZH OY M AE ER EH OW ,24.623,7,FALSE
UW OW AO V OW ,29.282,5,FALSE
N Y B K SH ,20.169,5,FALSE
W Y M IH N JH ,9.948,6,FALSE
AA OW SH Y NG AO G EH ,37.909,8,FALSE
