word,score,length,score_binarized
DH AY ,6.296,2,FALSE
F AE ,3.147,2,FALSE
ZH EH ,12.027,2,FALSE
NG IY ,4.087,2,FALSE
V AA ,6.782,2,FALSE
JH AO ,6.489,2,FALSE
Y OY ,3.423,2,FALSE
Y EY ,4.981,2,FALSE
OY AA ,18.104,2,FALSE
TH AO ,5.96,2,FALSE
DH IH ,9.56,2,FALSE
W AW ,2.726,2,FALSE
Y OW ,2.761,2,FALSE
ZH UW ,7.796,2,FALSE
K AA ,3.635,2,FALSE
NG IH ,11.07,2,FALSE
ZH AA ,9.197,2,FALSE
TH UH ,10.86,2,FALSE
V AE ,3.147,2,FALSE
P AO ,3.635,2,FALSE
HH UH ,5.789,2,FALSE
K IH ,6.983,2,FALSE
JH AA ,6.489,2,FALSE
F IH ,9.047,2,FALSE
G IH ,6.983,2,FALSE
Z AH ,3.329,2,FALSE
M EH ,7.907,2,FALSE
Z UH ,15.843,2,FALSE
W EH ,4.829,2,FALSE
ZH AE ,9.988,2,FALSE
F UH ,8.223,2,FALSE
OY OW ,16.909,2,FALSE
ZH IY ,6.651,2,FALSE
DH EY ,5.602,2,FALSE
F OW ,3.147,2,FALSE
HH AO ,3.635,2,FALSE
M UH ,8.225,2,FALSE
G AO ,3.635,2,FALSE
K AO ,3.635,2,FALSE
SH OY ,4.705,2,FALSE
Y AO ,3.635,2,FALSE
ZH UH ,16.233,2,FALSE
DH ER ,3.329,2,FALSE
S UH ,8.535,2,FALSE
M AY ,2.983,2,FALSE
Z ER ,3.329,2,FALSE
D AA ,3.635,2,FALSE
DH UW ,5.019,2,FALSE
S EH ,4.829,2,FALSE
Z AY ,3.178,2,FALSE
JH EY ,5.006,2,FALSE
DH OY ,10.792,2,FALSE
Z AE ,4.884,2,FALSE
NG AO ,9.635,2,FALSE
NG OY ,4.087,2,FALSE
AW OY ,10.453,2,FALSE
JH UH ,7.816,2,FALSE
NG AH ,4.087,2,FALSE
TH AW ,4.877,2,FALSE
Z EY ,4.861,2,FALSE
CH UH ,8.463,2,FALSE
NG OW ,6,2,FALSE
N EH ,7.907,2,FALSE
OW AH ,4.411,2,FALSE
SH AY ,2.562,2,FALSE
TH AA ,5.98,2,FALSE
OY ER ,10.912,2,FALSE
AE ER ,5.505,2,FALSE
V OW ,3.147,2,FALSE
B IH ,6.983,2,FALSE
JH AE ,2.854,2,FALSE
CH AO ,8.558,2,FALSE
M IH ,6.983,2,FALSE
L AO ,3.635,2,FALSE
B AO ,3.635,2,FALSE
NG EY ,7.165,2,FALSE
T EH ,4.829,2,FALSE
T AO ,3.635,2,FALSE
NG K AY ,2.459,3,TRUE
Y IY Z ,2.154,3,TRUE
DH EH JH ,0,3,TRUE
P AA L ,0,3,TRUE
Y AO S ,0,3,TRUE
V AH JH ,0,3,TRUE
P AE L ,0,3,TRUE
N ER M ,2.461,3,TRUE
HH AH L ,0,3,TRUE
W OW CH ,2.117,3,TRUE
SH EY P ,2.152,3,TRUE
P AO NG ,0,3,TRUE
M AW DH ,2.453,3,TRUE
L IY N ,0,3,TRUE
P IH SH ,0,3,TRUE
M ER V ,0,3,TRUE
S OW JH ,2.117,3,TRUE
SH EY D ,2.152,3,TRUE
EH P OW ,0,3,TRUE
L ER CH ,2.461,3,TRUE
N IH Z ,0,3,TRUE
TH R OY ,0,3,TRUE
T OY S ,0,3,TRUE
EH L AY ,0,3,TRUE
W IH NG ,0,3,TRUE
SH IY K ,0,3,TRUE
V EY JH ,0,3,TRUE
V AO L ,0,3,TRUE
P IY D ,0,3,TRUE
P AY F ,0,3,TRUE
D EY JH ,0,3,TRUE
K UW D ,0,3,TRUE
L UW B ,2.51,3,TRUE
R UH K ,0,3,TRUE
P OW V ,0,3,TRUE
K ER S ,0,3,TRUE
R IH V ,0,3,TRUE
Z EH CH ,0,3,TRUE
HH IY V ,0,3,TRUE
Y AE M ,0,3,TRUE
N AW S ,0,3,TRUE
P UH D ,0,3,TRUE
L UH Z ,2.121,3,TRUE
SH UW M ,2.194,3,TRUE
JH AE F ,0,3,TRUE
B AE DH ,0,3,TRUE
G AO K ,0,3,TRUE
L AW T ,0,3,TRUE
M IH V ,0,3,TRUE
SH UW V ,2.194,3,TRUE
W AH T ,0,3,TRUE
CH AE ZH ,0,3,TRUE
DH IH Z ,0,3,TRUE
P UW M ,0,3,TRUE
V OW TH ,2.453,3,TRUE
K W IY ,0,3,TRUE
M AH SH ,0,3,TRUE
K AE CH ,0,3,TRUE
T IH S ,0,3,TRUE
CH AA D ,0,3,TRUE
Z EH JH ,0,3,TRUE
Y IY CH ,2.154,3,TRUE
G IY CH ,0,3,TRUE
G OW Z ,0,3,TRUE
B AE CH ,0,3,TRUE
R AW R ,0,3,TRUE
N IH DH ,0,3,TRUE
V EY G ,0,3,TRUE
HH AE N ,0,3,TRUE
R AA P ,0,3,TRUE
T AA ZH ,1.816,3,TRUE
T AY F ,0,3,TRUE
AH G AE ,0,3,TRUE
N AW T ,0,3,TRUE
S AA B ,0,3,TRUE
W OW D ,0,3,TRUE
S EH TH ,0,3,TRUE
SH AO G ,2.069,3,TRUE
JH EH D ,0,3,TRUE
TH EH N ,0,3,TRUE
R IY D ,0,3,TRUE
D EY K ,0,3,TRUE
Y AE V ,0,3,TRUE
T EH NG ,1.747,3,TRUE
JH AA TH ,0,3,TRUE
G ER L ,0,3,TRUE
T EY DH ,0,3,TRUE
S AH N ,0,3,TRUE
S AA F ,0,3,TRUE
JH IH S ,0,3,TRUE
D EY CH ,0,3,TRUE
M AE CH ,0,3,TRUE
Z AE L ,2.18,3,TRUE
V AY S ,0,3,TRUE
D AA S ,0,3,TRUE
W AY S ,0,3,TRUE
T IY JH ,0,3,TRUE
B AH NG ,0,3,TRUE
V AA B ,0,3,TRUE
M IH DH ,0,3,TRUE
K AH D ,0,3,TRUE
W AA G ,0,3,TRUE
R AY JH ,2.481,3,TRUE
SH IY Z ,0,3,TRUE
K AW CH ,2.117,3,TRUE
T AY T ,0,3,TRUE
S ER G ,0,3,TRUE
D AO D ,0,3,TRUE
W EY N ,0,3,TRUE
M AY D ,0,3,TRUE
F AW L ,2.434,3,TRUE
B OW M ,0,3,TRUE
JH IH F ,0,3,TRUE
R AA NG ,0,3,TRUE
JH EH S ,0,3,TRUE
N AA L ,0,3,TRUE
JH AH T ,0,3,TRUE
K IH V ,0,3,TRUE
F EY T ,0,3,TRUE
V IY D ,0,3,TRUE
D EY V ,0,3,TRUE
S ER L ,0,3,TRUE
M AE T ,0,3,TRUE
DH AW L ,2.325,3,TRUE
R IH R ,0,3,TRUE
B AO TH ,2.453,3,TRUE
TH IY K ,0,3,TRUE
JH AE P ,0,3,TRUE
M IH N ,0,3,TRUE
T N AH ,11.321,3,FALSE
SH Y EY ,11.973,3,FALSE
Z UW HH ,7.218,3,FALSE
Y N ER ,7.625,3,FALSE
V R AA ,7.336,3,FALSE
IY W EY ,4.254,3,FALSE
L SH EH ,15.282,3,FALSE
T AO Y ,9.738,3,FALSE
V R IY ,3.701,3,FALSE
CH NG AE ,18.27,3,FALSE
R EH ZH ,3.387,3,FALSE
TH EY G ,2.898,3,FALSE
V W EH ,9.637,3,FALSE
B AH W ,7.32,3,FALSE
SH F OW ,9.614,3,FALSE
ZH AO DH ,12.217,3,FALSE
EH ZH AH ,2.703,3,FALSE
S R AE ,4.532,3,FALSE
SH EH Z ,3.387,3,FALSE
CH S UW ,14.586,3,FALSE
ZH F AA ,21.322,3,FALSE
P AW G ,3.72,3,FALSE
R ZH UH ,23.711,3,FALSE
L D AW ,10.507,3,FALSE
TH OY F ,7.739,3,FALSE
CH M ER ,8.167,3,FALSE
W AO P ,2.564,3,FALSE
CH UH K ,2.674,3,FALSE
NG AY JH ,9.027,3,FALSE
G ER NG ,3.58,3,FALSE
L SH UW ,12.647,3,FALSE
CH P ER ,13.833,3,FALSE
Z D UH ,20.644,3,FALSE
NG L AW ,11.345,3,FALSE
NG UH K ,8.252,3,FALSE
M OY F ,7.057,3,FALSE
NG F AO ,10.696,3,FALSE
SH AO V ,6.754,3,FALSE
SH N AW ,10.322,3,FALSE
CH NG UW ,17.105,3,FALSE
F T AW ,6.019,3,FALSE
NG IY L ,4.087,3,FALSE
SH CH UH ,14.507,3,FALSE
W ER Y ,9.613,3,FALSE
R P UW ,5.033,3,FALSE
P T AE ,7.251,3,FALSE
SH JH AO ,23.478,3,FALSE
R S IY ,5.033,3,FALSE
T OY TH ,3.29,3,FALSE
JH B AW ,18.412,3,FALSE
W JH AY ,14.357,3,FALSE
M ER W ,7.32,3,FALSE
N ZH AE ,25.995,3,FALSE
NG TH IH ,16.162,3,FALSE
R TH UW ,7.358,3,FALSE
JH G AH ,18.412,3,FALSE
T T IY ,14.596,3,FALSE
S DH AH ,21.133,3,FALSE
NG UH TH ,13.245,3,FALSE
D B IH ,30.073,3,FALSE
Z S AE ,21.905,3,FALSE
D L OY ,6.737,3,FALSE
IY T EH ,6.916,3,FALSE
NG N AY ,14.328,3,FALSE
T CH OY ,20.468,3,FALSE
D UH T ,2.54,3,FALSE
DH Z AW ,41.583,3,FALSE
DH D AW ,27.487,3,FALSE
SH G EY ,12.654,3,FALSE
Z F AA ,16.939,3,FALSE
K W EH ,4.829,3,FALSE
Z W AO ,7.948,3,FALSE
S M UH ,8.225,3,FALSE
V OY M ,6.573,3,FALSE
R AW M ,4.367,3,FALSE
V HH OW ,15.981,3,FALSE
L F UW ,9.551,3,FALSE
DH Y EH ,13.659,3,FALSE
HH AW NG ,6.519,3,FALSE
JH B AY ,18.412,3,FALSE
SH N OW ,7.339,3,FALSE
N ER HH ,5.67,3,FALSE
N F UW ,9.551,3,FALSE
G G ER ,12.347,3,FALSE
L Y AE ,4.681,3,FALSE
W N EY ,10.703,3,FALSE
SH AO F ,4.633,3,FALSE
T TH AY ,22.038,3,FALSE
P B UW ,20.904,3,FALSE
JH P UH ,22.273,3,FALSE
NG IH M ,4.087,3,FALSE
V M AO ,13.013,3,FALSE
TH ZH IH ,39.324,3,FALSE
NG EY S ,4.087,3,FALSE
B UH AY ,18.577,3,FALSE
V N AA ,19.105,3,FALSE
B CH AY ,16.854,3,FALSE
ZH AW JH ,11.94,3,FALSE
K SH EY ,9.399,3,FALSE
N G IY ,8.55,3,FALSE
ZH K ER ,10.867,3,FALSE
T AW F ,6.919,3,FALSE
M K IY ,11.016,3,FALSE
OY W UW ,16.814,3,FALSE
G G UW ,12.347,3,FALSE
D ER Z ,5.513,3,FALSE
S AE W ,10.788,3,FALSE
K SH AE ,7.247,3,FALSE
B AY NG ,2.799,3,FALSE
TH M AH ,7.358,3,FALSE
DH AY SH ,11.432,3,FALSE
M N IY ,8.164,3,FALSE
ZH JH IH ,33.298,3,FALSE
CH Y AO ,10.627,3,FALSE
G F AH ,17.617,3,FALSE
HH P IH ,12.853,3,FALSE
ZH L EY ,12.744,3,FALSE
DH UH S ,16.201,3,FALSE
N G AO ,12.185,3,FALSE
T HH IH ,23.022,3,FALSE
B NG AW ,27.813,3,FALSE
JH AY ZH ,8.409,3,FALSE
M AA IH ,18.621,3,FALSE
K TH EY ,11.103,3,FALSE
DH NG OW ,17.424,3,FALSE
NG NG OW ,13.025,3,FALSE
L OY V ,4.621,3,FALSE
CH P AE ,13.833,3,FALSE
HH T AW ,9.515,3,FALSE
Y W AA ,8.248,3,FALSE
JH OW NG ,5.787,3,FALSE
SH OY SH ,13.544,3,FALSE
P SH AH ,10.714,3,FALSE
TH Z AY ,31.134,3,FALSE
TH SH EY ,19.134,3,FALSE
CH OY JH ,9.796,3,FALSE
G AH W ,7.32,3,FALSE
DH AO SH ,10.967,3,FALSE
N ZH EY ,25.914,3,FALSE
CH W AA ,9.916,3,FALSE
ZH EH M ,4.494,3,FALSE
P JH AE ,17.129,3,FALSE
JH NG UH ,28.599,3,FALSE
Z DH AE ,30.945,3,FALSE
HH B AA ,15.053,3,FALSE
V D OY ,21.115,3,FALSE
SH L AH ,7.339,3,FALSE
T SH UW ,18.047,3,FALSE
TH AH DH ,3.387,3,FALSE
R F UH ,13.256,3,FALSE
W N AW ,10.608,3,FALSE
NG S AW ,10.533,3,FALSE
L V AY ,10.634,3,FALSE
B ZH ER ,21.397,3,FALSE
G JH AY ,14.043,3,FALSE
HH ER Z ,5.513,3,FALSE
B OY G ,2.718,3,FALSE
ZH AO JH ,11.479,3,FALSE
M CH AO ,20.085,3,FALSE
R TH EY ,7.931,3,FALSE
D ZH AH ,29.483,3,FALSE
JH W AH ,5.968,3,FALSE
N V EY ,10.634,3,FALSE
K S AW ,9.799,3,FALSE
P AO B ,2.564,3,FALSE
M SH AY ,14.056,3,FALSE
M UH T ,4.976,3,FALSE
IY P EY ,4.221,3,FALSE
JH P IY ,16.484,3,FALSE
ZH AO W ,20.385,3,FALSE
SH TH UW ,14.085,3,FALSE
SH TH IY ,11.76,3,FALSE
ZH IY D ,6.651,3,FALSE
NG TH OW ,11.825,3,FALSE
S AY HH ,4.822,3,FALSE
HH T IY ,6.963,3,FALSE
P AH HH ,3.209,3,FALSE
SH M AO ,8.018,3,FALSE
S SH AO ,14.578,3,FALSE
L W EH ,10.182,3,FALSE
ZH CH UW ,25.945,3,FALSE
HH P AE ,3.806,3,FALSE
Y D AH ,7.625,3,FALSE
SH L ER ,7.339,3,FALSE
S ER Y ,9.613,3,FALSE
NG W UH ,17.117,3,FALSE
G N AH ,5.533,3,FALSE
CH JH IY ,24.372,3,FALSE
W CH IY ,11.795,3,FALSE
DH AO R ,8.963,3,FALSE
SH HH EY ,9.676,3,FALSE
ZH N ER ,16.656,3,FALSE
ZH P IY ,12.456,3,FALSE
ZH EY L ,8.803,3,FALSE
HH SH IH ,21.088,3,FALSE
K IY NG ,3.607,3,FALSE
T UH TH ,4.993,3,FALSE
D NG AE ,22.373,3,FALSE
S JH AW ,18.151,3,FALSE
F IY Y ,12.982,3,FALSE
W JH AE ,14.649,3,FALSE
F B IH ,23.679,3,FALSE
W L AW ,7.625,3,FALSE
EY ZH AA ,8.571,3,FALSE
N K EH ,9.862,3,FALSE
Y JH IY ,9.678,3,FALSE
T SH EY ,18.005,3,FALSE
SH N AA ,10.974,3,FALSE
K K UH ,15.781,3,FALSE
P P UW ,15.259,3,FALSE
ZH OY JH ,13.03,3,FALSE
Z AH ZH ,8.532,3,FALSE
TH HH AE ,12.752,3,FALSE
P OY ZH ,6.372,3,FALSE
L JH AH ,14.74,3,FALSE
AH TH AE ,3.101,3,FALSE
K T OY ,6.962,3,FALSE
N S OY ,13.631,3,FALSE
JH D AH ,22.93,3,FALSE
TH AO B ,4.889,3,FALSE
M B AE ,6.325,3,FALSE
P S OW ,10.714,3,FALSE
S D EY ,8.271,3,FALSE
L W AH ,5.353,3,FALSE
IY NG OY ,7.694,3,FALSE
DH EY NG ,8.252,3,FALSE
G B OW ,11.455,3,FALSE
K UH Y ,10.985,3,FALSE
L EY SH ,3.086,3,FALSE
N OY JH ,6.372,3,FALSE
JH V OY ,21.082,3,FALSE
T N AO ,14.956,3,FALSE
R OY W ,13.233,3,FALSE
SH G AW ,12.654,3,FALSE
M EY Y ,11.833,3,FALSE
CH OW R ,7.368,3,FALSE
TH Y AY ,9.378,3,FALSE
M P ER ,3.467,3,FALSE
W G EH ,12.732,3,FALSE
P ZH EH ,31.938,3,FALSE
JH UW Y ,7.198,3,FALSE
S CH ER ,3.111,3,FALSE
SH ZH AW ,40.728,3,FALSE
R AO CH ,4.121,3,FALSE
AH S AW ,2.552,3,FALSE
L ER DH ,7.974,3,FALSE
V UW OY ,13.434,3,FALSE
ZH AE S ,7.284,3,FALSE
JH AY W ,13.904,3,FALSE
TH NG AY ,19.179,3,FALSE
R K AA ,8.668,3,FALSE
T IY Y ,12.982,3,FALSE
V ZH OY ,38.754,3,FALSE
W AO B ,2.564,3,FALSE
NG IH D ,4.087,3,FALSE
R AW W ,18.358,3,FALSE
T AH DH ,3.387,3,FALSE
NG F IY ,7.061,3,FALSE
JH B EH ,23.241,3,FALSE
DH AO NG ,8.963,3,FALSE
N G EY ,8.55,3,FALSE
SH NG AE ,14.486,3,FALSE
W UW CH ,4.553,3,FALSE
W UH Y ,11.169,3,FALSE
Y L UH ,13.414,3,FALSE
B F UW ,16.828,3,FALSE
ZH CH OY ,29.369,3,FALSE
R B EY ,5.692,3,FALSE
D NG OY ,19.295,3,FALSE
G V IH ,20.522,3,FALSE
JH W IY ,5.968,3,FALSE
N OY ZH ,6.372,3,FALSE
IH W UW ,10.924,3,FALSE
NG V ER ,9.919,3,FALSE
R M IY ,5.033,3,FALSE
V W UW ,7.244,3,FALSE
G AH ZH ,5.203,3,FALSE
S ZH IY ,24.233,3,FALSE
CH ER W ,7.32,3,FALSE
G NG AY ,21.956,3,FALSE
L M OW ,5.033,3,FALSE
ZH S UW ,29.244,3,FALSE
JH OY NG ,2.81,3,FALSE
IH DH AH ,7.394,3,FALSE
N AO CH ,4.121,3,FALSE
M AH Z ,3.387,3,FALSE
N JH OW ,16.92,3,FALSE
G ZH IY ,21.554,3,FALSE
W Y EH ,11.662,3,FALSE
HH V EH ,18.331,3,FALSE
V M EH ,17.285,3,FALSE
NG UH EY ,24.292,3,FALSE
Z AA Y ,13.067,3,FALSE
Z UH P ,12.496,3,FALSE
CH AA HH ,3.209,3,FALSE
JH ER HH ,3.209,3,FALSE
Y AY F ,5.129,3,FALSE
CH NG IY ,15.192,3,FALSE
TH NG IH ,20.72,3,FALSE
B IH AW ,17.621,3,FALSE
Y AY NG ,7.928,3,FALSE
L R IY ,7.158,3,FALSE
HH S IY ,14.105,3,FALSE
B CH AA ,20.781,3,FALSE
K S IH ,14.23,3,FALSE
Z AO DH ,7.903,3,FALSE
NG NG IY ,11.112,3,FALSE
ZH CH IH ,32.928,3,FALSE
N L IY ,12.191,3,FALSE
SH M AA ,8.018,3,FALSE
DH AA K ,8.241,3,FALSE
M M AO ,9.583,3,FALSE
V AO HH ,5.266,3,FALSE
S EY NG ,5.354,3,FALSE
V IH W ,11.432,3,FALSE
S AW F ,6.919,3,FALSE
R ZH EH ,22.834,3,FALSE
NG Y UH ,9.876,3,FALSE
HH P UW ,3.806,3,FALSE
W Y AO ,8.248,3,FALSE
L V IH ,17.617,3,FALSE
HH AY DH ,3.29,3,FALSE
R Y EY ,11.161,3,FALSE
F AO V ,4.685,3,FALSE
ZH V EY ,17.313,3,FALSE
M M OW ,5.948,3,FALSE
S IH EH ,20.675,3,FALSE
NG IY TH ,6.43,3,FALSE
SH L EY ,7.339,3,FALSE
T V EH ,24.425,3,FALSE
K JH AW ,19.288,3,FALSE
Y SH OY ,14.383,3,FALSE
TH UH V ,9.756,3,FALSE
TH CH EH ,18.902,3,FALSE
L K AE ,5.033,3,FALSE
W OW W ,11.69,3,FALSE
DH NG IH ,22.494,3,FALSE
AY G AA ,8.606,3,FALSE
Y M AY ,8.318,3,FALSE
ZH NG OY ,14.861,3,FALSE
F JH UH ,22.838,3,FALSE
NG TH AA ,10.237,3,FALSE
N ZH ER ,18.187,3,FALSE
JH HH AE ,16.913,3,FALSE
NG EH K ,4.087,3,FALSE
ZH JH EH ,33.998,3,FALSE
Z AW TH ,4.82,3,FALSE
TH EH AH ,9.834,3,FALSE
V N AW ,18.453,3,FALSE
M AY HH ,4.822,3,FALSE
M G EY ,13.874,3,FALSE
AO JH OY ,6.75,3,FALSE
K JH AO ,19.008,3,FALSE
R L AY ,7.494,3,FALSE
Z D EY ,14.855,3,FALSE
V OY V ,6.573,3,FALSE
F D AY ,14.257,3,FALSE
Z V AE ,14.168,3,FALSE
DH SH AE ,35.017,3,FALSE
ZH AH S ,4.952,3,FALSE
NG D OY ,11.709,3,FALSE
SH V IY ,16.647,3,FALSE
TH L AO ,8.668,3,FALSE
M M IY ,5.948,3,FALSE
ZH EY F ,11.232,3,FALSE
IH NG UW ,6,3,FALSE
S V AE ,13.502,3,FALSE
TH AY JH ,5.599,3,FALSE
DH AA S ,8.241,3,FALSE
B NG AO ,28.465,3,FALSE
SH Y IY ,11.366,3,FALSE
DH D AA ,31.122,3,FALSE
S ER T S ,2.381,4,TRUE
M IH L D ,0,4,TRUE
S T IH D ,0,4,TRUE
L AO N S ,0,4,TRUE
S T UH D ,0,4,TRUE
D AW S EY ,0,4,TRUE
F EH L F ,0,4,TRUE
M EY V ER ,0,4,TRUE
JH EH T S ,2.381,4,TRUE
S F EY DH ,2.084,4,TRUE
IY D IH JH ,2.109,4,TRUE
S N K EY ,0,4,TRUE
W AO T EY ,0,4,TRUE
HH AW R P ,2.413,4,TRUE
NG K IY T ,0,4,TRUE
F R G EY ,0,4,TRUE
S W AE B ,0,4,TRUE
F AO R D ,0,4,TRUE
SH AO R K ,2.069,4,TRUE
JH OW N D ,2.18,4,TRUE
S L IY T ,0,4,TRUE
HH OW L K ,1.742,4,TRUE
P IH R JH ,0,4,TRUE
N EY L T ,0,4,TRUE
S K AW DH ,2.453,4,TRUE
JH AO R TH ,0,4,TRUE
W IH L T ,0,4,TRUE
K AY Z AH ,2.459,4,TRUE
AE R K OW ,0,4,TRUE
B AE SH AH ,0,4,TRUE
S N K OW ,0,4,TRUE
M IH R SH ,2.49,4,TRUE
AH W OW K ,2.423,4,TRUE
S L IH TH ,0,4,TRUE
D UH JH OY ,2.117,4,TRUE
K Y AE T ,0,4,TRUE
R AH K TH ,2.337,4,TRUE
S N K UW ,0,4,TRUE
HH Y IH F ,2.154,4,TRUE
M AE P AE ,0,4,TRUE
B W OY NG ,8.942,4,FALSE
S SH Z IY ,26.555,4,FALSE
L OY B F ,13.886,4,FALSE
ZH AO F M ,17.669,4,FALSE
Z AA N JH ,3.329,4,FALSE
ZH SH B AW ,41.746,4,FALSE
L SH OW D ,12.633,4,FALSE
R B ZH AW ,20.915,4,FALSE
P UH P N ,11.941,4,FALSE
HH TH R AH ,11.384,4,FALSE
F V G UH ,33.585,4,FALSE
F D AA HH ,14.288,4,FALSE
DH AY S NG ,9.17,4,FALSE
G Z AE B ,14.557,4,FALSE
Y HH G EH ,21.933,4,FALSE
CH S AA HH ,17.795,4,FALSE
DH K S AA ,17.578,4,FALSE
K Z S AW ,29.435,4,FALSE
S AO HH NG ,15.124,4,FALSE
CH T D IY ,24.063,4,FALSE
G CH EH L ,12.278,4,FALSE
JH S D AY ,28.795,4,FALSE
N T S EY ,9.371,4,FALSE
P TH AO ZH ,19.653,4,FALSE
L G AE N ,8.55,4,FALSE
G D IY R ,14.191,4,FALSE
M AA NG EH ,11.994,4,FALSE
R K UH S ,9.825,4,FALSE
V P W EY ,21.492,4,FALSE
NG P AH N ,4.977,4,FALSE
NG R P UW ,11.345,4,FALSE
TH AY S Z ,13.88,4,FALSE
R TH AH D ,5.033,4,FALSE
ZH NG IY D ,14.861,4,FALSE
Y OW M W ,13.408,4,FALSE
NG L Z ER ,13.471,4,FALSE
CH OY L F ,3.424,4,FALSE
G M T IH ,15.123,4,FALSE
T AO Z JH ,15.886,4,FALSE
L DH W OW ,30.709,4,FALSE
P CH IH NG ,8.63,4,FALSE
Y G N AH ,5.335,4,FALSE
SH OY M L ,17.987,4,FALSE
T AH ZH S ,24.032,4,FALSE
DH AH L L ,9.328,4,FALSE
B OW W R ,11.885,4,FALSE
W EY JH P ,14.347,4,FALSE
L F OW DH ,9.57,4,FALSE
HH IY V ZH ,28.299,4,FALSE
K UH HH TH ,16.818,4,FALSE
Y L AE JH ,7.625,4,FALSE
T CH F OW ,26.965,4,FALSE
L F AE L ,7.117,4,FALSE
P D F ER ,16.344,4,FALSE
CH P AW TH ,16.286,4,FALSE
N AW K P ,10.237,4,FALSE
Y ZH G AA ,24.492,4,FALSE
B NG D UH ,28.335,4,FALSE
T DH ER Y ,38.622,4,FALSE
B IH P N ,7.472,4,FALSE
JH M G UH ,24.642,4,FALSE
HH Z IH DH ,24.42,4,FALSE
JH CH IH TH ,25.329,4,FALSE
N G SH AE ,14.817,4,FALSE
P T ER CH ,7.251,4,FALSE
HH R AH D ,3.157,4,FALSE
CH OY G F ,20.033,4,FALSE
M HH P AY ,12.566,4,FALSE
NG UH NG TH ,16.469,4,FALSE
K D AE D ,10.584,4,FALSE
ZH L G AW ,12.744,4,FALSE
G S EH P ,12.279,4,FALSE
S N B EY ,4.028,4,FALSE
G F NG IY ,28.642,4,FALSE
HH S Z IH ,29.521,4,FALSE
L AY B V ,12.329,4,FALSE
TH N ER Y ,17.15,4,FALSE
SH TH L AO ,15.395,4,FALSE
N AO Y CH ,12.466,4,FALSE
T IH ZH B ,12.941,4,FALSE
B JH B AA ,24.53,4,FALSE
N OW P HH ,5.138,4,FALSE
F D G AE ,14.354,4,FALSE
R P IY Z ,5.033,4,FALSE
