word,score,length,score_binarized
IH S W T EH TH TH B F ,37.69,9,FALSE
DH AY S NG ,9.17,4,FALSE
R L AO F HH NG EH Y L Y NG OY W T NG ,79.154,15,FALSE
G Z AE B ,14.557,4,FALSE
M SH Y IH T ,20.64,5,FALSE
B M IY T JH T HH SH AO P T HH R OW Y ,70.648,15,FALSE
K DH G EH F T CH OY M DH ZH ,77.879,11,FALSE
R P EH Y UW S P NG P T IH ,33.327,11,FALSE
Y HH G EH ,21.933,4,FALSE
HH V AE K Y B ,18.837,6,FALSE
TH D AW Z D R P ,24.831,7,FALSE
P V IY N P T F ,31.404,7,FALSE
CH NG AE ,18.27,3,FALSE
Y SH OY F HH D ,34.933,6,FALSE
F AH T Z NG M R ZH AE L ,29.565,10,FALSE
CH S AA HH ,17.795,4,FALSE
R B OW T DH ,18.583,5,FALSE
R EH ZH ,3.387,3,FALSE
Y AE G T CH EY L R R SH OW N ,24.626,12,FALSE
K P OY NG EY K G Z ,28.4,8,FALSE
N AH TH CH Y K AW K Y TH ,28.479,10,FALSE
T ZH IH JH B TH B Z OY P W L OY ,74.526,13,FALSE
TH L EH NG Z D TH D ZH EH CH Z CH CH B V AW ,90.918,17,FALSE
DH G SH IY L AA R CH B ZH AA ,44.74,11,FALSE
V AH ,0,2,TRUE
ZH AH NG Z Y ZH M B IH T F R ,37.1,12,FALSE
G DH AH Z P JH AW M HH M ZH S TH N EH L SH TH T OW Y B B AY HH Z ,123.499,26,FALSE
P AA L ,0,3,TRUE
TH EY G ,2.898,3,FALSE
Y AO S ,0,3,TRUE
T D JH AE JH ,30.389,5,FALSE
S G UH P HH Y ,25.027,6,FALSE
CH L UW F SH T D F AE R DH ,40.18,11,FALSE
W SH AH G Z NG ,17.993,6,FALSE
S R ER P CH M R IY TH JH Y V CH AE P ZH ,69.86,16,FALSE
DH K S AA ,17.578,4,FALSE
K Z S AW ,29.435,4,FALSE
L NG F IH R DH CH P EY Z Y SH IY JH R CH T ,72.34,17,FALSE
DH V SH IH D ,37.258,5,FALSE
R OW JH L CH ER JH G NG K DH R OW M ,33.448,14,FALSE
CH R R EY F ,10.58,5,FALSE
Z TH D OY TH ZH Y DH L IY Y Z G UH SH AA HH ,92.239,17,FALSE
G ZH T IH M ER ,31.27,6,FALSE
SH L AY L M F UW N D B T AY JH Z SH Y ,58.619,16,FALSE
TH AE NG T JH V D UW R D P UH P SH DH R ,73.15,16,FALSE
NG M OW V M HH S AW K N R ,40.496,11,FALSE
Y S B IH JH S V V Y IH F B G ,55.64,13,FALSE
DH AA Z B G F F DH AH Y F NG ,62.11,12,FALSE
CH AW SH T P N OY T P JH K AA DH OY P M T HH AE L Z K UW CH JH L B ,102.062,27,FALSE
T IH T OW V CH SH P S EH ,31.446,10,FALSE
W Z IY K JH G UH AA ,44.763,8,FALSE
W CH T IY F R CH SH M ZH Z EH K Z IH Z ,62.661,16,FALSE
T CH F AW N TH DH R AE Y S R V HH EY TH Z UW ,86.727,18,FALSE
K SH UH G SH DH ,35.343,6,FALSE
R M ZH UH HH SH S UH HH S P K ,62.594,12,FALSE
K ZH ZH AE R L K ,47.934,7,FALSE
W AY DH JH R W SH AH F V ,44.916,10,FALSE
W K TH AH ZH ZH TH JH ,63.385,8,FALSE
HH W T ER S K ZH K AO ,24.686,9,FALSE
P CH W IY TH K Z D G TH UW B N W D ,52.033,15,FALSE
F AW P AW M ,11.168,5,FALSE
SH R CH OY D F SH K IY W N W SH Z AO D S DH N V CH AE Y N B ,112.387,25,FALSE
F AE HH R S ,6.366,5,FALSE
F TH OY Z B L V ,12.973,7,FALSE
HH T P AH CH TH JH V EY ,40.684,9,FALSE
HH AH ,0,2,TRUE
DH UW L T AW Y G AW Y CH HH Y Z AE JH R ER B L F Y ,57.061,21,FALSE
DH N EH Z V N NG TH R P ER ZH R P ,41.418,14,FALSE
R EY B T T W UW DH K ,23.623,9,FALSE
S AO HH NG ,15.124,4,FALSE
P G SH UW HH Y R ,37.72,7,FALSE
V W EY T HH SH M JH L ER T ,38.497,11,FALSE
IH L JH DH EH S R G ,21.803,8,FALSE
Y JH F UH NG R L ,35.311,7,FALSE
M D Y AW TH T K NG OY HH HH IH S DH D N G M K OW M ,88.112,21,FALSE
V G D UH K V ZH ,59.298,7,FALSE
P ZH K EH CH TH F L DH IY R R NG EH JH HH ZH IY NG ,97.547,19,FALSE
JH Y DH UW M K JH JH ,56.17,8,FALSE
S T AY P D ,5.89,5,FALSE
V F AE S K ,16.082,5,FALSE
B UH F Y DH M EH ZH ,18.027,8,FALSE
L F AH Z D UW F ,11.301,7,FALSE
CH NG IY V S DH V W CH OW CH HH W W JH T SH IH JH ,104.967,19,FALSE
N ZH M AW ZH SH ZH OY B N B AE N HH AO V M Y ,100.172,18,FALSE
NG HH L IY Y IH CH Z B K OY Z P R ,53.466,14,FALSE
NG G S AH B W SH L ,32.905,8,FALSE
F R F AW CH D Z SH CH AH W L T P IY ,63.206,15,FALSE
L S EH D ZH CH F HH K AW JH ,51.301,11,FALSE
B EH ZH K S P ER JH F K L TH Z ER R JH ,39.069,16,FALSE
NG N T IH DH L DH B EY L EY ,32.673,11,FALSE
V K AA B JH AO F M L AA V L V F ,45.178,14,FALSE
G AE ,0,2,TRUE
F IH CH K SH M ,16.93,6,FALSE
N OY W AE P JH NG ,23.821,7,FALSE
L T CH IH N W HH T AA T HH B Y ,50.832,13,FALSE
HH EH ,4.829,2,FALSE
CH T D IY ,24.063,4,FALSE
G CH EH L ,12.278,4,FALSE
DH AW SH W HH S W EY F SH ZH AE S V L UW S V ,81.688,18,FALSE
JH SH M UH Z OW B F JH ER P N CH Z ,63.738,14,FALSE
K R AE R R G D T L AH Y JH G OY S ,39.546,15,FALSE
JH S D AY ,28.795,4,FALSE
B L AE K W N W JH EY SH P Y IY G N K V ,45.69,17,FALSE
L HH IH F K TH ,16.1,6,FALSE
OY SH NG G EY ZH ZH ,51.637,7,FALSE
L ER D ZH CH OW V NG L AO DH ,53.248,11,FALSE
W F UW SH W Z ,21.127,6,FALSE
EY R R AW Z B G ,21.938,7,FALSE
N T S EY ,9.371,4,FALSE
TH P T AW ZH ZH UW N M ER F ZH P M EH ,81.85,15,FALSE
F S N OW Z F SH NG ZH AE G F W ,57.936,13,FALSE
AA W AY SH F ,21.1,5,FALSE
N R M AY HH T S D ,27.081,8,FALSE
NG ZH R OY HH W F CH S G AW Y K V N HH UH D CH M HH ER N AY K G DH S ,124.769,28,FALSE
JH B OW N CH CH L OW ,39.668,8,FALSE
G F UW M L JH ,20.727,6,FALSE
TH F AO T AE S ZH ,30.363,7,FALSE
ZH N OY N B L ,28.868,6,FALSE
K AY F UH K P Z K Y OW JH V S S EH T ZH ,61.637,17,FALSE
D T Y AH K P T M ,33.303,8,FALSE
JH D IH Z P V UH V P JH N IY Y SH P CH ,90.999,16,FALSE
NG SH AW G SH L L AH CH TH Z OW ,58.072,12,FALSE
HH V NG OY ZH ,33.664,5,FALSE
S N S IH HH D P T ,24.175,8,FALSE
Y UH ,5.789,2,FALSE
P JH G AW TH HH K UW R DH HH W UW ,51.483,13,FALSE
CH IH NG ZH V SH ,39.916,6,FALSE
CH V M AE CH Z S F ,55.17,8,FALSE
P TH AO ZH ,19.653,4,FALSE
M EY M L G R JH JH ER ,18.469,9,FALSE
L G AE N ,8.55,4,FALSE
G D IY R ,14.191,4,FALSE
ZH ER ,7.23,2,FALSE
Z T EY W R Y K OW NG TH P UH D CH Y AW K ,67.672,17,FALSE
NG DH N AH F R HH K M V IH D HH CH EY R ,48.24,16,FALSE
L HH T AH W K S HH IH HH M T ER SH CH NG CH ,55.099,17,FALSE
TH Z W UW NG T CH OW V D TH Z SH DH Z IY V D ,138.417,18,FALSE
DH IY JH DH P F AW K L DH Z IY S ,65.49,13,FALSE
CH JH AH G L Y AO V ,29.057,8,FALSE
Z M M ER CH R F ,11.303,7,FALSE
P S AH S UW T D NG N OY D Y SH IH CH ZH F F AY NG TH JH CH N W OW ,116.433,26,FALSE
SH UH SH SH V ,30.348,5,FALSE
W P ZH ER S Y K D ,28.797,8,FALSE
AE R AE NG B S N M N AW DH S ,32.623,12,FALSE
N UH S JH V R B AH W ,20.906,9,FALSE
V S AA G D Z ,36.421,6,FALSE
ZH TH K UH F ,33.083,5,FALSE
K EY W P D IY W IY ,13.584,8,FALSE
Y IY NG S HH Z ,27.93,6,FALSE
N IH P P F ,17.74,5,FALSE
NG AW ,8.983,2,FALSE
P W AH V F NG OY SH HH ,40.843,9,FALSE
G SH Z AE K TH Y L D HH IH M ER CH F T UH CH S M S AY ,72.379,22,FALSE
NG ZH CH OY S ZH Y G AH V ,65.109,10,FALSE
G D D OY R N DH L OY D S ,33.923,11,FALSE
CH NG P EY TH F T L P UH G N D ,27.813,13,FALSE
SH Y AY Z S SH ,34.633,6,FALSE
UW F IH ZH B ,19,5,FALSE
T TH AH DH JH M EY L HH ,34.974,9,FALSE
HH B G UW F ,15.742,5,FALSE
ER T M UW P T S S TH AH ,13.41,10,FALSE
DH EY V T S N F DH IH NG JH ,32.072,11,FALSE
T NG B AE CH CH HH HH ,46.753,8,FALSE
B OW F M Z P IY Z R JH OW W M F ZH AY K F SH ZH ,90.637,20,FALSE
N Z R AH JH P HH F W L HH EH DH P Y M F AO ,74.461,18,FALSE
M AA NG EH ,11.994,4,FALSE
V NG EH DH Y Z B HH S ER CH ZH NG M F Y AO JH R M CH ,96.128,21,FALSE
NG CH OY TH CH HH V HH R NG AA Y W SH TH Y JH UH SH DH K ,123.363,21,FALSE
R K UH S ,9.825,4,FALSE
V W EH ,9.637,3,FALSE
V P W EY ,21.492,4,FALSE
K UW ,0,2,TRUE
D EY DH TH Y SH AE R Y AE M UH ,39.002,12,FALSE
B DH HH OW S IY JH D G ,56.584,9,FALSE
NG P AH N ,4.977,4,FALSE
B AH W ,7.32,3,FALSE
M T N UW DH TH AH Y D M R DH G HH AW SH ,64.155,16,FALSE
CH B G AA F JH W Z AO HH M L F D G F AE M W G R ,92.74,21,FALSE
R N AO P Y N W TH S R EY N R Y ,50.834,14,FALSE
B M CH EY V K S L DH OW V K G B F AA Z ,67.102,17,FALSE
T NG ER N N HH W IH B ,23.47,9,FALSE
Z Y JH AW NG S IH F G AY W K D T TH EH F JH TH UH S ,89.716,21,FALSE
NG R P UW ,11.345,4,FALSE
NG EH M JH D B T L UW G T EY ,39.205,12,FALSE
P AY CH Y JH D ,32.526,6,FALSE
N SH B ER HH HH Y HH ,38.358,8,FALSE
Y K EY R S K R ,16.801,7,FALSE
B ZH OY N V L AE ZH N HH ,41.584,10,FALSE
D EY ,0,2,TRUE
AA G R AY HH HH B SH ZH IY R B ,47.864,12,FALSE
ZH JH AH W T F IH CH W Y IH N CH N OY CH P TH Y DH OY CH K M ,114.122,24,FALSE
CH AE V ZH Y K N JH ZH ER L P R ,59.957,13,FALSE
M L IH Z HH V ,24.68,6,FALSE
V NG EY DH G S Z ,40.012,7,FALSE
K OY P D M M M IH V CH Z DH ,53.481,12,FALSE
DH S UW CH W W ,49.23,6,FALSE
DH G UW B CH ZH F AA ,51.934,8,FALSE
G EY ,0,2,TRUE
M UW K Z TH R ,21.371,6,FALSE
ER S AO Y G ,10.176,5,FALSE
TH W B IH NG ,8.524,5,FALSE
TH N Z UH CH SH P OW Y ,36.674,9,FALSE
NG UW JH Z SH W AY ,39.548,7,FALSE
AH HH Z Y EY CH B S IH D F CH P ,58.846,13,FALSE
W AA ,3.635,2,FALSE
R AA SH S TH TH Y D TH IY T B F L AH JH ,53.591,16,FALSE
R B SH IY L CH IH CH ,8.676,8,FALSE
TH AY S Z ,13.88,4,FALSE
Z F OW K V CH SH TH TH V EH V NG TH JH ,93.482,15,FALSE
T F UW B K OW L JH N ,36.79,9,FALSE
D S D OY S EY T L V AW P S D M ,45.191,14,FALSE
V AH JH ,0,3,TRUE
SH F OW ,9.614,3,FALSE
V IY DH HH P P Z AH F AY ZH R M G ,38.009,14,FALSE
V F NG IY D M CH AO V T ,51.968,10,FALSE
K ZH JH AW L ER R K OW ,44.207,9,FALSE
ZH UW L DH S ,33.654,5,FALSE
JH EY G S JH Y IH Z P ,30.354,9,FALSE
R AH T HH M W ,19.591,6,FALSE
Z AA F ZH JH CH F Z B AA L DH L W EY R ,87.032,16,FALSE
R DH OW M SH V T S W IY V P ,57.586,12,FALSE
N T HH UH V Z ,35.542,6,FALSE
D S CH AH Y F K ZH ,50.15,8,FALSE
B K T EY DH K JH Z AE W ,51.636,10,FALSE
HH W D AO DH JH M ,36.436,7,FALSE
N ER SH L NG AH SH B JH EH S SH ,40.766,12,FALSE
B AY CH G S ,18.458,5,FALSE
HH AH T G B T OY D HH K AA SH SH V B Z R T UW M D CH ,73.23,22,FALSE
ZH AO DH ,12.217,3,FALSE
JH OY P B ZH CH V IH ZH ,47.671,9,FALSE
NG AE Y L JH ,16.428,5,FALSE
D SH S AH N R UH ,42.28,7,FALSE
G IH V ZH TH UW G G NG ,49.254,9,FALSE
T OW G HH L R N AE V Y D UW M R IH JH CH P M S Z K AY P B K IH ,98.132,27,FALSE
M S N OW B R JH N JH OW Y SH V CH IH JH ZH L AE M K ,87.459,21,FALSE
V V N UH TH R P L UH Y Y V K ,58.175,13,FALSE
SH R Y IY SH DH Y EY JH SH F S R K OY G G ,77.66,17,FALSE
L EH R W TH D ER ZH G W AE L R G L AA N F L UW W NG B TH AH CH R Y SH V JH OW HH K OW ,102.162,35,FALSE
D OY V B SH AY B L L ZH W EH Z AW HH AA M Y HH S ,58.939,20,FALSE
D AH F V F R W T F IY Y ,43.902,11,FALSE
M CH R AA D V AH N Y K OW K ,19.818,12,FALSE
HH D OY M W L B UH NG P K K ,53.123,12,FALSE
L NG IH L JH SH CH AA Z K DH IH ZH CH F M ,81.435,16,FALSE
D D B IH M T P AH ,43.294,8,FALSE
Z L EY CH D ZH ,36.92,6,FALSE
DH OW Y S P SH EH Z D ZH L ,49.124,11,FALSE
M SH TH IY T NG NG OY W W L ,59.436,11,FALSE
JH IY Z TH L W R S AO TH DH F EY ,44.434,13,FALSE
JH AE TH D SH ZH SH UH M S HH Z T HH AY TH M R N ,103.234,19,FALSE
T AO F P D NG HH AW ,17.115,8,FALSE
R M UW DH ZH NG M K IY TH ,50.782,10,FALSE
EH ZH AH ,2.703,3,FALSE
W G F AE T TH F UH CH P L HH UH S DH R NG ,59.612,17,FALSE
DH T AO W Y P EY B M P ER IH ,50.636,12,FALSE
R TH AH D ,5.033,4,FALSE
CH ER ,0,2,TRUE
G EH M SH SH ,21.17,5,FALSE
CH IH L OY ZH IY W ZH ,21.304,8,FALSE
G Z AO Y F ,27.146,5,FALSE
W D DH IH P HH P V ,43.305,8,FALSE
TH NG CH UH Y ,20.944,5,FALSE
P D S AY P ZH AY F B G SH G D UH ,65.526,14,FALSE
L Z D OW P P B HH S N UW Z D JH ,75.05,14,FALSE
JH DH N OY V G ZH AH G TH OW ,69.735,11,FALSE
JH SH EY T B M AE N M T ,46.481,10,FALSE
V IY Y P HH UH CH NG ,28.89,8,FALSE
NG AE ZH JH G S UH P M HH CH ,54.601,11,FALSE
R AY CH Y V ,14.794,5,FALSE
K L HH AW R ,3.209,5,FALSE
S K AH B K W UH DH K EY Z IH NG T B ,39.053,15,FALSE
W AW M DH P G ZH W AW ,51.024,9,FALSE
T T R OW L D B W JH ZH EH ZH SH M ER ,81.361,15,FALSE
W TH DH ER CH M R R N AO R Z ,41.613,12,FALSE
D SH HH EH L ZH ,39.101,6,FALSE
ZH NG IY D ,14.861,4,FALSE
M B EY G W EY P CH K AO DH NG ,30.277,12,FALSE
Z AE M CH SH B CH JH F AW TH B K ,76.986,13,FALSE
NG UH T R AA W CH ,25.687,7,FALSE
K ZH AE V L CH R TH ER ,29.321,9,FALSE
DH B F AO D F NG R Z AE W T EH HH NG ,78.515,15,FALSE
Y OW M W ,13.408,4,FALSE
ZH B ER S R S CH ER T HH OW ,21.258,11,FALSE
G AW DH T S OY JH F TH NG DH OW ZH W HH ER T N P L HH EY CH DH Z K HH AE W T G ,141.781,31,FALSE
D HH AE G SH P IY ,28.213,7,FALSE
T D AY Z L ZH AW W AH Z S ER ,60.211,12,FALSE
CH OW B S Z UH TH L Y SH IY SH DH D SH NG DH ER T G ,95.254,20,FALSE
P M D AO N CH N B SH UH K G T F AW M CH L K ,67.382,19,FALSE
Y Z K EY P D Y CH B UW F ZH Z ,82.012,13,FALSE
NG F AY D N P M R AW HH S Z ,45.868,12,FALSE
D EH Z G B NG ,17.67,6,FALSE
G IH G L HH F F S JH AW W NG G S Z IH ,70.288,16,FALSE
NG L Z ER ,13.471,4,FALSE
DH SH NG AE CH G NG N P HH Y IY K W AO ,86.605,15,FALSE
V Z UW S P SH Y AE ,42.468,8,FALSE
JH N ZH AA NG L NG Z ER M S W Y ,48.475,13,FALSE
Z N UW F AY B JH JH HH JH AY HH ZH S SH B UW ,100.092,17,FALSE
W F AE ZH G G NG EY Z L ,36.989,10,FALSE
Z IH Y ZH S T ER DH F L SH ,55.351,11,FALSE
P R AH TH B ER ,13.533,6,FALSE
ZH D AW M F HH SH TH EH CH K P R D OY L N ,65.941,17,FALSE
K T AW CH HH CH AW DH DH G ,63.172,10,FALSE
K L IY DH TH AO T K P Z AE D SH ,47.145,13,FALSE
NG N V AA NG ,11.345,5,FALSE
CH OY L F ,3.424,4,FALSE
M EY S R B L CH NG AY TH G SH UW S F L AH K F ,46.424,19,FALSE
V ER ZH CH L M TH ZH AE CH JH DH Z D N D ER SH Z W N ,137.995,21,FALSE
Z D AY TH CH AA V Y ,27.849,8,FALSE
G M T IH ,15.123,4,FALSE
S AW W K F AA Y W TH T ,50.37,10,FALSE
D G AA NG SH ZH SH OY T W S OY K AH K ,75.14,15,FALSE
CH CH OW HH ZH ZH S TH W AW N D B ,103.371,13,FALSE
Z TH OY L W F G ,39.462,7,FALSE
T AO Z JH ,15.886,4,FALSE
V TH AY CH Z TH T ,51.798,7,FALSE
D S AW R CH V CH Z N UH CH B L S R S L AH V N L SH Z AO K ,106.306,25,FALSE
SH IY V G CH Y W B IY M R CH F B S ER G NG ,62.299,18,FALSE
P K EY B TH Z NG M V V OY T JH CH T ,86.394,15,FALSE
L DH W OW ,30.709,4,FALSE
F EY TH V T G ,35.748,6,FALSE
P AE L ,0,3,TRUE
T UW SH IH ZH UW Y M OY G M L SH F M SH AW ZH B L ,53.656,20,FALSE
Y IH CH V T V DH AE DH DH DH AE ,83.944,12,FALSE
G EY T Y TH SH F AE AA P W AH SH V CH B ,76.339,16,FALSE
DH S IH NG W K UH CH JH G T P F AH JH T N UW JH ,109.42,19,FALSE
P CH IH NG ,8.63,4,FALSE
R P UW ZH P F AE Z ZH ,43.907,9,FALSE
